folder_name,image_count,first_image,cam_id,event_datetime,contexto,pessoas,comportamentos,label,avaliacao,real,predict
event_20250403_110744_338b958b,15,motion_detected/event_20250403_110744_338b958b/0001_6994_20250307_101724_frame_20250403_110744_000016.jpg,6994,2025-03-07 10:17:24,"Externo, dia, estacionamento com ampla visibilidade e boa iluminação natural.","Vários veículos circulando pela rua ao lado do estacionamento (motos e carros). Um indivíduo aparece nos frames mais próximos ao muro cinza, em pé sob um guarda-sol branco.","O indivíduo permanece parado na lateral do muro, possivelmente apenas aguardando ou observando, sem interação aparente com o local (não há tentativa de entrada, ação suspeita ou violenta). O estacionamento aparenta estar vazio durante toda a sequência, sem portões violados ou comportamentos incomuns.",Camera 11.,"**Não**, não há sinais de comportamento suspeito ou risco iminente. O trânsito de veículos é normal para a via.",False,False
event_20250403_103057_3dd4eced,7,motion_detected/event_20250403_103057_3dd4eced/0001_17205_20250307_002852_frame_20250403_103057_000088.jpg,17205,2025-03-07 00:28:52,"Externo, noite, local com pilhas de material/entulho, iluminação artificial moderada.","Ao menos dois indivíduos visíveis em movimento ao longo da sequência. Um caminhão ou furgão branco está estacionado com os faróis acesos, próximo ao portão.",Indivíduos parecem manusear objetos grandes entre a pilha de material e a direção do veículo. Há indícios de possível retirada ou movimentação de materiais sem indicação clara de autorização. Atividade noturna em área industrial/fundos é incomum e pode indicar tentativa de furto.,L.D. Fundos.,"**Sim**, presença suspeita de indivíduos durante a noite manipulando materiais próximos a um veículo com motor acesso sugere possível furto em andamento.",False,True
event_20250408_154829_43c0b5c1,2,motion_detected/event_20250408_154829_43c0b5c1/0000_struggle_20250408_154829_frame.jpg,struggle,2025-04-08 15:48:29,"Externo, dia, calçada em área urbana com portão metálico aberto visível.","Quatro indivíduos visíveis. Um deles (sem camisa) está em luta física com outro (de camiseta escura); um homem à esquerda observa; outro corre rapidamente em direção à cena, mostrando possível intenção de intervir.","Conflito físico em andamento no centro da imagem. Indícios de agressão com postura defensiva e ofensiva clara. Um terceiro indivíduo se aproxima rapidamente, potencialmente para se envolver na briga.",Camera 1.,"**Sim**, há confronto físico ativo, cenário sugestivo de violência em espaço público, potencial escalada com a chegada de outro indivíduo.",True,True
event_20250408_154829_68936014,4,motion_detected/event_20250408_154829_68936014/0000_sneak_20250408_154829_frame.jpg,sneak,2025-04-08 15:48:29,"Interno, ambiente doméstico (possivelmente sala de estar), noite, câmera com visão noturna (infravermelho).","Duas pessoas presentes. Ambas se movimentam em posição agachada ou de rastreamento pelo chão, tentando manter-se discretas. A movimentação sugere tentativa de evitar detecção.","Comportamento incomum e potencialmente suspeito — rastejamento em um ambiente interno durante a noite. Pode indicar tentativa de furto, invasão ou movimentação ocultada por outros motivos. Nenhum sinal visível de arrombamento, mas a posição corporal e o horário agravam a suspeita.",Nenhum identificador de câmera visível.,"**Sim**, comportamento altamente suspeito (movimentação furtiva noturna em ambiente interno), compatível com tentativa de invasão ou roubo.",True,True
event_20250402_140812_81b82a7a,7,motion_detected/event_20250402_140812_81b82a7a/0001_6883_20250219_153816_frame_20250402_140808_000066.jpg,6883,2025-02-19 15:38:16,"Externo, dia, via urbana com calçada ampla e bem iluminada por luz solar.","Inicialmente, há um carro prateado passando pela rua (frame 1) e depois saindo da cena (frame 3). Em seguida, uma mulher aparece caminhando pela calçada em direção à câmera (frames 4 a 6), passando por ela sem interações incomuns.",Nenhum comportamento suspeito ou sinal de risco visível. Trânsito e movimento pedestre normais.,Camera 01.,"**Não**, cenário urbano típico com movimentação normal de veículo e pedestre.",False,False
event_20250403_115819_956b2299,14,motion_detected/event_20250403_115819_956b2299/0001_7639_20250307_134155_frame_20250403_115805_000137.jpg,7639,2025-03-07 13:41:55,"Externo, dia, via urbana com boa iluminação natural.",Vários carros em movimento ao longo da rua. Um indivíduo aparece nos últimos frames (a partir de 10:46:02) caminhando pela calçada e interage com um veículo estacionado (aparentemente tenta abrir a porta do carro cinza).,"O indivíduo de azul, visto nos frames finais, comporta-se de maneira suspeita ao se aproximar de forma direta do carro estacionado e manipular a porta, sugerindo uma tentativa de acesso não autorizado ao veículo.",frente direita.,"**Sim**, há indício de tentativa de acesso indevido a veículo estacionado, o que caracteriza comportamento suspeito.",False,True
event_20250402_142524_574db192,16,motion_detected/event_20250402_142524_574db192/0001_6884_20250219_153816_frame_20250402_142514_000083.jpg,6884,2025-02-19 15:38:16,"Externo, dia, rua residencial com boa iluminação natural.","Vários veículos transitando na rua, incluindo carros escuros e claros em movimento nos dois sentidos; um carro escuro estaciona ou para por vários segundos.","Nenhuma ação suspeita ou comportamento incomum observável. Apesar da parada prolongada do veículo escuro, não há movimentações de pessoas associadas, nem interação com portões ou casas.",Camera 02.,"**Não**, apenas tráfego veicular normal em área residencial; nenhuma evidência de risco ou atividade suspeita aparente.",False,False
event_20250403_113354_c8cf51c7,14,motion_detected/event_20250403_113354_c8cf51c7/0001_7647_20250307_134155_frame_20250403_113347_000095.jpg,7647,2025-03-07 13:41:55,"Externo, dia, rua residencial com boa iluminação natural.","Dois veículos em movimento são observados na sequência: um carro pequeno branco com faixas coloridas passando da esquerda para a direita, seguido por um carro vermelho e amarelo (possivelmente um veículo de serviços ou outro carro particular com personalização chamativa). Vários veículos estão estacionados ao longo da via. Nenhuma pessoa visível em movimento nas calçadas durante os frames analisados.","Nenhum comportamento suspeito observado; todos os veículos seguem em movimento normal e não há sinais de arrombamento, invasão, violência ou acessos indevidos. O tráfego é leve e sem incidentes claros.",frente esquerda.,"**Não**, não há sinais de riscos aparentes ou atividades suspeitas.",False,False
event_20250402_164111_69dfa316,7,motion_detected/event_20250402_164111_69dfa316/0001_18250_20250228_124222_frame_20250402_164111_000068.jpg,18250,2025-02-28 12:42:22,"Externo, dia, estacionamento com boa iluminação natural.","Dois veículos estacionados, sem movimentação de pessoas visível durante a sequência. Um dos veículos muda levemente de posição entre os frames, indicando tentativa de manobra ou reposicionamento.","Nenhum comportamento suspeito observado. Não há tentativas de acesso, arrombamento, nem presença de indivíduos em áreas restritas.",RACK-P2 ZONA 01.,"**Não**, cenário tranquilo sem indícios de risco à segurança.",False,False
event_20250403_091224_4da7849c,71,motion_detected/event_20250403_091224_4da7849c/0001_55410_20250302_230353_frame_20250403_091221_000046.jpg,55410,2025-03-02 23:03:53,"Externo, noite, entrada de residência ou condomínio com portão fechado, bem iluminado.","Diversos veículos passam pela rua ao longo da sequência, em ambos os sentidos. Nenhum veículo para ou reduz significativamente. Uma pessoa aparece brevemente próxima ao canto esquerdo dos primeiros frames, mas não adentra ou interage com o portão visivelmente.","Nenhum comportamento suspeito ou anormal identificado; não há tentativa de acesso ao local, nem sinais de arrombamento. Portão permanece fechado durante toda a sequência.",Camera 05.,"**Não**, apenas tráfego normal de veículos e nenhum comportamento suspeito detectado.",False,False
event_20250402_150700_3c793a13,24,motion_detected/event_20250402_150700_3c793a13/0001_40427_20250221_185342_frame_20250402_150655_000004.jpg,40427,2025-02-21 18:53:42,"Externo, dia, calçada de rua urbana com boa iluminação natural.","- Duas pessoas aparecem inicialmente em uma moto (motociclista e garupa).
  - O garupa desce e caminha rapidamente em direção à entrada de um imóvel.
  - Outro homem sai do imóvel e caminha na direção oposta pouco depois.
  - A moto permanece com o condutor aguardando.
  - Câmera interna (últimos frames) mostra a aproximação do garupa com possível tentativa de entrada.","- O garupa adota comportamento típico de vigilância, olhando ao redor e seguindo rapidamente em direção ao portão.
  - Possível tentativa de invasão ou abordagem suspeita na entrada do imóvel, reforçada pela permanência da moto aguardando com o condutor.
  - Sincronia e postura sugerem ação coordenada.","Camera 36 (externa), Camera 02 (interna).","**Sim**, há forte indício de tentativa de abordagem criminosa coordenada, com comportamento suspeito do garupa e veículo de fuga à espera.",False,True
event_20250402_171319_5435f854,7,motion_detected/event_20250402_171319_5435f854/0001_4990_20250228_161321_frame_20250402_171318_000023.jpg,4990,2025-02-28 16:13:21,"Externo, dia, calçada com vegetação e iluminação natural intensa.","1 indivíduo visível deitado no chão durante toda a sequência, sem movimentação perceptível.","A presença de uma pessoa deitada no chão em ambiente externo sem sinais de atividade pode indicar uma situação de emergência médica, queda ou outro evento anormal. Não há sinais visíveis de violência ou acesso indevido, mas a imobilidade prolongada é um alerta.",Camera 04.,"**Sim**, indivíduo no chão em posição incomum; risco potencial à integridade física requer verificação imediata.",False,True
event_20250408_154826_76dbc5b4,5,motion_detected/event_20250408_154826_76dbc5b4/0000_grab_20250408_154826_frame.jpg,grab,2025-04-08 15:48:26,"Interno, loja bem iluminada, horário noturno (20:27).",Três pessoas visíveis. Um homem com capuz interage diretamente com o atendente no balcão durante os cinco segundos. Um segundo homem se aproxima à distância no fundo da loja.,"A interação no balcão parece inicialmente normal, com troca de itens ou pagamento. No entanto, a presença de um segundo homem que se aproxima com foco e objetivo, enquanto o primeiro retém a atenção do atendente, pode sugerir potencial distração coordenada. Nenhum comportamento violento ou agressivo visível até o momento.",CAM02,"**Sim**, há risco potencial — possível estratégia de distração coordenada, o contexto exige atenção adicional em imagens seguintes para confirmar intenção suspeita.",True,True
event_20250402_140451_25399fec,9,motion_detected/event_20250402_140451_25399fec/0001_6896_20250219_153816_frame_20250402_140451_000082.jpg,6896,2025-02-19 15:38:16,"Interno, garagem coberta, dia com boa iluminação natural.","Um veículo (SUV prateado) é inicialmente visto estacionado e em seguida sai da garagem, dirigindo para o exterior. Nenhuma pessoa visível a pé durante a sequência.","Nenhum comportamento incomum; movimentação normal de saída de veículo. O portão se mantém aberto durante a sequência, indicando possível sistema automatizado ou controle remoto.",Camera 14.,"**Não**, trata-se de movimentação veicular rotineira e sem sinais de acesso indevido ou comportamento suspeito.",False,False
event_20250408_154828_fe8760c3,4,motion_detected/event_20250408_154828_fe8760c3/0000_gun_20250408_154828_frame.jpg,gun,2025-04-08 15:48:28,"Externo, noite, calçada em frente a um estabelecimento com boa iluminação.","Dois indivíduos visíveis. Um permanece próximo à entrada do estabelecimento, o outro se aproxima da porta a partir da lateral de um veículo estacionado muito próximo à calçada.","O veículo está estacionado de forma irregular, com a frente invadindo a calçada. Não há sinais claros de comportamento agressivo ou tentativa de invasão nos frames analisados, mas a posição do carro representa risco de segurança para pedestres e sugere possível situação de pressa ou irregularidade.",Camera8.,"**Sim**, devido ao estacionamento perigosamente irregular do veículo na calçada, representando risco para pedestres e indicando possível conduta imprudente.",True,True
event_20250402_150632_eb875975,6,motion_detected/event_20250402_150632_eb875975/0001_40426_20250221_185342_frame_20250402_150632_000001.jpg,40426,2025-02-21 18:53:42,"Externo, dia, área cercada com vegetação à direita e sistemas de controle de acesso.",Nenhuma pessoa visível. Veículo preto estacionado ou parado do lado de fora do portão.,"O portão aparece progressivamente se abrindo sem presença clara de uma pessoa próxima, o que pode indicar acionamento remoto ou acesso recente. Não há sinais evidentes de arrombamento ou danos. Ausência de vigilância visível pode ser um ponto de atenção.",Camera 05.,"**Sim**, o portão de acesso externo está abrindo sem presença humana visível na área de passagem, o que pode indicar risco de acesso não supervisionado ou remoto não autorizado.",False,True
event_20250408_154828_6ca93aa5,3,motion_detected/event_20250408_154828_6ca93aa5/0000_gun_20250408_154828_frame.jpg,gun,2025-04-08 15:48:28,"Externo, dia, clareza total e boa visibilidade. Área arborizada, aparentemente uma via secundária ou estrada com pouco tráfego.","Dois veículos envolvidos – um policial em um SUV branco oficial (identificado como viatura) e uma caminhonete prateada. Um indivíduo está dentro da caminhonete; um policial armado está fora, apontando arma em direção ao veículo em todos os frames.","A caminhonete parece ter colidido ou está deliberadamente bloqueando a viatura policial. O policial aponta a arma em alerta e se move rapidamente em direção ao motorista da caminhonete, indicando uma situação de confronto ou resistência à prisão. Alto risco de escalada violenta.",MAINE AG'S OFFICE (indicação de gravação oficial).,"**Sim**, há risco claro devido à presença de arma apontada, possível confronto e utilização de força potencialmente letal. Aparente tentativa de fuga ou resistência por parte do motorista da caminhonete.",True,True
event_20250403_102825_0ffbeda4,6,motion_detected/event_20250403_102825_0ffbeda4/0001_17204_20250307_002852_frame_20250403_102824_000093.jpg,17204,2025-03-07 00:28:52,"Externo, noite, área cimentada próxima a uma cerca e vegetação. Iluminação artificial suficiente para visibilidade.","Nenhum claramente visível. Há possibilidade de uma figura humana parcialmente camuflada na cerca ao fundo (lado superior direito), mas sem movimentação perceptível nos frames analisados.","Possível presença discreta de alguém na extremidade do local, próximo à cerca. Posição pode indicar tentativa de ocultação, o que pode representar risco potencial.",FRENTE L.D.,"**Sim**, movimentação ou presença suspeita próxima à cerca em horário noturno e posição oculta indicam possível risco de tentativa de invasão. Recomendado monitoramento atento.",False,True
event_20250403_110435_2ec98035,18,motion_detected/event_20250403_110435_2ec98035/0001_6984_20250307_101724_frame_20250403_110430_000136.jpg,6984,2025-03-07 10:17:24,"Externo, dia, área pavimentada adjacente a calçada e rua com tráfego de veículos. Clima aparentemente seco, boa iluminação natural.","Dois indivíduos aparecem em diferentes momentos caminhando na calçada. O primeiro atravessa a área da câmera DL carregando uma mochila e segue seu trajeto normalmente pela calçada. O segundo surge mais tarde nas imagens da câmera 02, vestido formalmente, também caminhando normalmente. Vários veículos (carros, moto e um táxi) transitam pela rua, mantendo fluxo contínuo e ordenado.","Nenhum comportamento suspeito ou anormal identificado. Nenhuma tentativa de acesso indevido, violência ou interação incomum entre indivíduos ou com veículos. O vigia permanece sentado sob um guarda-sol, com postura relaxada, indicando normalidade.",Câmeras DL e 02.,"**Não**, não há indícios de risco ou atividade suspeita ao longo da sequência observada. Tudo transcorre de forma rotineira e segura.",False,False
event_20250408_154827_bcf6e29e,3,motion_detected/event_20250408_154827_bcf6e29e/0000_hit_20250408_154827_frame.jpg,hit,2025-04-08 15:48:27,"Interno, loja de conveniência ou supermercado, iluminação artificial normal, aparentemente à noite.","Três indivíduos aparecem na sequência. Um indivíduo (provavelmente funcionário ou cliente) está no local inicialmente. Outros dois entram correndo de forma abrupta. Um deles parece pular sobre obstáculos, o que sugere comportamento agressivo ou de fuga.","Entrada abrupta e agressiva de dois indivíduos, um deles pulando sobre os cestos espalhados no chão. A postura corporal indica potencial tentativa de roubo, briga ou perseguição. Possível arrombamento anterior (porta aberta ao fundo, cestos no chão indicam desordem já iniciada).",Nenhuma visível.,"**Sim**, comportamento agressivo e entrada súbita de indivíduos sugere invasão ou tentativa de assalto, representando risco claro à segurança.",True,True
event_20250403_110546_a69dc7b4,20,motion_detected/event_20250403_110546_a69dc7b4/0001_6985_20250307_101724_frame_20250403_110546_000055.jpg,6985,2025-03-07 10:17:24,"Externo, dia, calçada e estacionamento ao lado de via urbana. Iluminação natural.","Trânsito leve de veículos, com presença de veículos diversos (carros e van branca) circulando pela rua. Um indivíduo aparece caminhando pela calçada da direita (camisa escura e tênis branco), atravessa em direção à câmera e logo sai do campo de visão, sem ações suspeitas.","Nenhum comportamento suspeito visível. Todos os veículos passam normalmente. Nenhum sinal de arrombamento, acessos indevidos ou atividades anormais.",Camera 02.,"**Não**, atividade normal em via pública, sem indícios de risco ou comportamento suspeito.",False,False
event_20250402_152207_a112c0ac,9,motion_detected/event_20250402_152207_a112c0ac/0001_10774_20250228_101013_frame_20250402_152207_000018.jpg,10774,2025-02-28 10:10:13,"Ambiente interno de garagem coberta, iluminação natural (dia), local parece ser a entrada de um edifício residencial.","Um indivíduo aparece entre os frames 0001 e 0003, vestindo bermuda e camiseta, aparentemente descalço. Ele entra normalmente pela porta com uso do interfone ou tag de acesso. Não há veículos em movimento nem alteração em sua posição.","Nenhum comportamento suspeito identificado. O indivíduo parece ter acesso autorizado, utilizando o controle ou tag no leitor. Porta fecha normalmente após sua entrada.",Camera 05.,"**Não**, o comportamento observado indica acesso normal e autorizado sem sinais de invasão ou tentativa de entrada indevida.",False,False
event_20250408_154828_98b432bf,1,motion_detected/event_20250408_154828_98b432bf/0000_gun_20250408_154828_frame.jpg,gun,2025-04-08 15:48:28,"Externo, noite, calçada em frente a um estabelecimento comercial.","1 pessoa visível, com capuz e roupas claras, postura inclinada próxima a uma porta ou janela.","Indivíduo se aproxima de forma furtiva da entrada do local, possivelmente tentando manipular ou forçar porta/fechadura; comportamento típico de tentativa de invasão.",Nenhuma visível.,"**Sim**, há indícios claros de tentativa de acesso não autorizado a um estabelecimento.",True,True
event_20250408_154826_d9cb453c,5,motion_detected/event_20250408_154826_d9cb453c/0000_grab_20250408_154826_frame.jpg,grab,2025-04-08 15:48:26,"Externo, noite, rua residencial com iluminação limitada.","Dois indivíduos visíveis, ambos com roupas de alta visibilidade (coletes refletivos), interagindo com a parte traseira aberta de um veículo SUV preto.","A sequência mostra os indivíduos manuseando itens no porta-malas de maneira rápida e coordenada, possivelmente transferindo ou retirando objetos. Não há identificação clara de uniforme ou veículo de serviço, levantando suspeita de atividade não autorizada, especialmente considerando o horário noturno e a ação furtiva.",RickCam01.,"**Sim**, comportamento suspeito de possível furto ou acesso não autorizado ao veículo, reforçado pelo horário e dinâmica da ação.",True,True
event_20250403_113241_df74149a,10,motion_detected/event_20250403_113241_df74149a/0001_7647_20250307_134155_frame_20250403_113241_000030.jpg,7647,2025-03-07 13:41:55,"Externo, dia, rua residencial ou urbana com sombra parcial de árvores, boa iluminação natural.","Um carro amarelo (provavelmente táxi) aparece em movimento passando pela rua da direita para a esquerda da imagem, saindo do campo de visão ao longo da sequência.",Nenhum comportamento suspeito ou sinal de risco é identificado; o movimento do veículo está em conformidade com o fluxo esperado da via.,frente esquerda.,"**Não**, nenhuma atividade incomum ou suspeita observada. Trânsito normal.",False,False
event_20250402_153119_5e731392,9,motion_detected/event_20250402_153119_5e731392/0001_10785_20250228_101013_frame_20250402_153119_000089.jpg,10785,2025-02-28 10:10:13,"Externo, início da manhã (07:13h), área cercada por grades, possível via interna ou corredor de acesso. Iluminação natural começando a clarear.",Um indivíduo visível caminhando pela área cercada nos primeiros três frames; nenhuma presença de veículos.,"A presença de pessoa sozinha em área aparentemente restrita pode indicar risco, especialmente considerando que, após a aproximação da câmera, o vídeo é interrompido abruptamente (a partir do quarto frame, exibe “NO VIDEO”). Isso pode sugerir possível sabotagem, violação da câmera ou ação suspeita.",Camera 16.,"**Sim**, presença solitária em área confinada seguida de perda súbita do sinal da câmera pode indicar tentativa de acesso indevido ou sabotagem do sistema de vigilância.",False,True
event_20250402_153028_6d75d183,7,motion_detected/event_20250402_153028_6d75d183/0001_10785_20250228_101013_frame_20250402_153028_000040.jpg,10785,2025-02-28 10:10:13,"Externo, manhã (07:11), iluminação natural moderada. Área pavimentada entre paredes, acesso para zona com grama e palmeiras, possivelmente beira-mar ou área comum de condomínio/praia.","Nenhum claramente visível. Nas imagens iniciais pode haver vultos ao longe, mas não é possível confirmar presença de pessoas.","Nenhuma ação suspeita identificável antes da falha da câmera. A partir do frame 0006 ocorre distorção na imagem e, no 0007, há perda total de sinal (""NO VIDEO"").",Camera 16 (data e hora visível: 28/02/2025 às 07:11).,"**Sim**, perda de sinal abrupta e anormal na câmera pode indicar possível sabotagem ou falha técnica grave. Sugere-se verificação no local.",False,True
event_20250403_091207_eb29739f,9,motion_detected/event_20250403_091207_eb29739f/0001_55410_20250302_230353_frame_20250403_091207_000032.jpg,55410,2025-03-02 23:03:53,"Externo, noite, monitoramento de portão em via movimentada; iluminação adequada por postes de luz e faróis de veículos.",Pelo menos dois carros visíveis passando ou parando em frente ao portão. Um veículo escuro parece realizar manobra para parar ou estacionar em frente ao portão entre os frames 0002 e 0009. Nenhuma pessoa visível saindo dos veículos ou circulando a pé.,"Nenhum comportamento suspeito identificado. Os veículos estão em movimento normal na via ou aguardando passagem, sem indícios de tentativa de invasão ou interação com o portão.",Camera 06.,"**Não**, movimentação normal de veículos, sem ação suspeita aparente ou sinais de violação.",False,False
event_20250403_091347_31d8b0de,9,motion_detected/event_20250403_091347_31d8b0de/0001_55410_20250302_230353_frame_20250403_091347_000129.jpg,55410,2025-03-02 23:03:53,"Externo, noite, área de entrada com portão metálico e via pública iluminada por luz artificial.","Um veículo branco permanece estacionado ou em movimento muito lento em frente ao portão ao longo da sequência. Em um frame (0004), uma pessoa de moto cruza a cena brevemente, mas não interage com o local.","O carro branco permanece estacionado próximo ao portão por tempo prolongado, o que pode indicar observação ou preparação para ação. Porém, não há sinais de tentativa de acesso, arrombamento, ou presença de pessoas suspeitas próximas ao portão nas imagens disponíveis.",Camera 05.,"**Não**, apesar da permanência do veículo levantar leve suspeita, não há indícios claros de tentativa de acesso ou comportamento invasivo. Monitoramento recomendado caso o carro continue por mais tempo parado.",False,False
event_20250408_154828_00fee1e5,2,motion_detected/event_20250408_154828_00fee1e5/0000_fall_20250408_154828_frame.jpg,fall,2025-04-08 15:48:28,"Externo, manhã/tarde, entrada residencial com presença de gelo no solo.",Duas pessoas (aparentemente jovens) caminhando da casa para a rua. Uma delas escorrega e cai no segundo frame.,"Escorregão por provável acúmulo de gelo no chão, risco de queda devido a condições escorregadias.","Não identificado, marca d'água ""FAILARMY ULTIMATE SECURITY CAMERA FAIL"".","**Sim**, risco de acidente físico por superfície congelada escorregadia na saída da residência.",True,True
event_20250408_154829_617a7b45,4,motion_detected/event_20250408_154829_617a7b45/0000_struggle_20250408_154829_frame.jpg,struggle,2025-04-08 15:48:29,"Externo, durante o dia, em área residencial com múltiplos veículos estacionados na via. Iluminação natural adequada.","Pelo menos cinco pessoas envolvidas: um indivíduo de roupa clara próximo da calçada e quatro outras pessoas interagindo fisicamente na via. A sequência mostra um confronto crescente envolvendo pelo menos dois dos indivíduos, com aparente tentativa de agressão física. Veículos estão estacionados, e não há movimento aparente deles durante a sequência.","- A sequência indica um confronto físico entre dois ou mais indivíduos, com gestos agressivos (socos, empurrões).
  - Presença de intervenção por outro indivíduo tentando conter o conflito.
  - Potencial risco elevado de violência física ou escalada do conflito no meio da via pública.",Não visível na imagem.,"**Sim**, presença clara de comportamento violento e confronto físico público, representando risco à segurança das pessoas envolvidas e possíveis danos a terceiros ou veículos.",True,True
event_20250402_171342_cc7e5892,6,motion_detected/event_20250402_171342_cc7e5892/0001_4990_20250228_161321_frame_20250402_171342_000046.jpg,4990,2025-02-28 16:13:21,"Externo, dia, área residencial arborizada, boa iluminação natural.","Um indivíduo visível ao fundo caminhando pela calçada. Há veículos estacionados na rua, que permanecem estáticos ao longo da sequência.","Nenhum comportamento incomum ou suspeito observado. O indivíduo apenas caminha, sem interação com os veículos ou com a propriedade visível.",Camera 04.,"**Não**, a cena mostra apenas um transeunte em ambiente público sem indícios de risco ou atividade suspeita.",False,False
event_20250403_091742_afe052f2,35,motion_detected/event_20250403_091742_afe052f2/0001_55407_20250302_230353_frame_20250403_091735_000041.jpg,55407,2025-03-02 23:03:53,"Externo, noite, via urbana bem iluminada. Câmera posicionada próxima a portão de entrada de imóvel, com visão para calçada e rua movimentada.","Múltiplos carros passando ao longo dos frames. Pelo menos 10 pessoas aparecem em momentos diferentes, caminhando pela calçada no sentido horário e anti-horário. Nenhum indivíduo permanece parado por tempo anormal nem interage com o portão.",Nenhum comportamento suspeito ou invasivo evidente. Os pedestres mantêm suas rotas pela calçada e os veículos seguem normalmente pela via. O portão permanece fechado e sem sinais de arrombamento ou manipulação.,Camera 02.,"**Não**, circulação comum de pessoas e veículos; ausência de ações suspeitas ou tentativas de violação de propriedade.",False,False
event_20250402_154309_d17a8c21,6,motion_detected/event_20250402_154309_d17a8c21/0001_10771_20250228_101013_frame_20250402_154309_000007.jpg,10771,2025-02-28 10:10:13,"Externo, dia, corredor lateral de residência ou edifício com piso de azulejo e cercado por muro alto.","1 indivíduo visível próximo ao portão ao fundo, aparentemente posicionado de forma agachada ou abaixada. Não há veículos.","O indivíduo permanece em posição abaixada em todo o intervalo, o que sugere possível tentativa de esconderijo. A posição pode indicar comportamento suspeito como tentativa de arrombamento ou invasão, especialmente pelo fato de não haver movimentação aparente de entrada/saída autorizada.",Camera 02.,"**Sim**, comportamento suspeito de um indivíduo abaixado repetidamente sem movimentação normal ao lado de um portão, possível tentativa de invasão ou permanência não autorizada.",False,True
event_20250402_170432_a89dcd4a,6,motion_detected/event_20250402_170432_a89dcd4a/0001_4992_20250228_161321_frame_20250402_170432_000006.jpg,4992,2025-02-28 16:13:21,"Externo, dia, vegetação densa próxima a uma grade e possível área residencial.","Um indivíduo aparece parcialmente visível entre as folhas nas imagens 2, 3 e 5, em deslocamento da esquerda para a extrema esquerda da cena (parece espreitar ou passar próximo à grade).","A movimentação do indivíduo é discreta e parcialmente ocultada pela vegetação, sem interação visível com o ambiente (ex: tentativa de acesso). Pode indicar comportamento de observação ou simples passagem.",Câmera 06.,"**Não**, a pessoa observada parece apenas passar pelo local, não há ações claramente suspeitas ou tentativas de invasão.",False,False
event_20250408_154828_d3eda1a7,2,motion_detected/event_20250408_154828_d3eda1a7/0000_fall_20250408_154828_frame.jpg,fall,2025-04-08 15:48:28,"Interno, ambiente institucional (possivelmente delegacia ou centro de detenção), iluminação artificial forte.","Três pessoas visíveis; duas de uniforme (provavelmente agentes de segurança ou policiais) e uma terceira pessoa encostada à parede, com mãos possivelmente algemadas para trás.","Indivíduo aparentemente contido contra a parede por um dos agentes, com ação vigorosa sendo aplicada (força física). O segundo agente observa com luvas postas, sem intervir imediatamente. Pode haver uso de força excessiva.",Não visível.,"**Sim**, há possibilidade de uso desproporcional de força contra a pessoa detida, o que representa risco à integridade física e aos direitos do indivíduo.",True,True
event_20250408_154829_ed9143f6,3,motion_detected/event_20250408_154829_ed9143f6/0000_run_20250408_154829_frame.jpg,run,2025-04-08 15:48:29,"Externo, dia, área residencial com boa iluminação natural.",1 pessoa (criança ou adolescente) atravessa a rua correndo. Há um veículo estacionado (furgão branco) ao fundo.,"Três cães visivelmente soltos fora do quintal perseguem a pessoa, que corre em aparente tentativa de fuga. Isso configura um risco potencial de ataque ou queda. Os cães parecem ter saído de uma residência parcialmente cercada, indicando falha no controle dos animais.",FailArmy (marca d'água); sem identificação explícita da câmera.,"**Sim**, presença de cães soltos perseguindo uma pessoa, potencial perigo de ataque ou acidente.",True,True
event_20250403_110501_6729df14,21,motion_detected/event_20250403_110501_6729df14/0001_6985_20250307_101724_frame_20250403_110453_000004.jpg,6985,2025-03-07 10:17:24,"Externo, dia, área de estacionamento comercial ou empresarial, boa iluminação natural.","- Um indivíduo aparece caminhando na calçada no início da sequência (frame 1), afastando-se do local.
  - Diversos veículos passam pela rua durante a sequência (carros e motocicletas). Um carro branco permanece estacionado ao lado da calçada por toda a sequência.","- Nenhum comportamento suspeito ou ação de risco observada.
  - Nenhum sinal visível de arrombamento, permanecendo tudo aparentemente normal.",Camera 02.,"**Não**, nenhuma atividade suspeita ou indicativo de risco identificado.",False,False
event_20250408_154826_2c1ec565,5,motion_detected/event_20250408_154826_2c1ec565/0000_grab_20250408_154826_frame.jpg,grab,2025-04-08 15:48:26,"Externo, noite, via residencial, com boa iluminação (luzes do veículo ligadas).","Um veículo SUV preto estacionado de frente para a câmera; há pelo menos uma pessoa visível no banco do motorista. Um indivíduo aparece abrindo a porta do carro do lado do passageiro (na calçada), interagindo com o interior, aparentemente mexendo ou tentando pegar algo.","A ação do indivíduo abrindo a porta e acessando o interior do veículo, aparentemente furtivamente e rapidamente, sem sinais de interação amigável com o motorista, sugere possível tentativa de furto ou invasão. O comportamento é suspeito por ocorrer à noite, e o indivíduo não entra por completo no veículo.",IPC (visível no canto inferior esquerdo).,"**Sim**, comportamento suspeito de invasão ou furto ao interior do veículo, especialmente pelo acesso à porta do passageiro e a movimentação interna aparentemente indevida.",True,True
