folder_name,image_count,first_image,cam_id,event_datetime,contexto,pessoas,comportamentos,label,avaliacao,scenario_type,real,predict
event_20250408_154829_617a7b45,4,motion_detected/event_20250408_154829_617a7b45/0000_struggle_20250408_154829_frame.jpg,struggle,2025-04-08 15:48:29,"Ambiente externo durante o dia, com boa iluminação. Cena em uma rua residencial em frente a casas, com carros estacionados.","Quatro pessoas visíveis. Cinco carros estacionados, incluindo um carro vermelho e um carro azul em movimento na rua.",A segunda imagem mostra uma interação física potencialmente agressiva entre duas pessoas. Um carro azul está parado na rua.,"""News Dog Media"" visível no canto superior direito.","**Sim**, devido à interação física que sugere confronto ou agressão.",camera_analyzer_prompt_external_street,True,True
event_20250402_171342_cc7e5892,6,motion_detected/event_20250402_171342_cc7e5892/0001_4990_20250228_161321_frame_20250402_171342_000046.jpg,4990,2025-02-28 16:13:21,"Ambiente externo capturado durante o dia. As cenas mostram uma área de calçada em frente a um imóvel, com árvores e plantas ao redor, e iluminação do sol.",Não há pessoas nem veículos claramente visíveis nas imagens.,"Nenhum comportamento suspeito foi detectado, já que não há pessoas ou veículos que possam ser observados.",Camera 04,"**Não**, pois não há indícios de atividades ou comportamentos suspeitos observáveis nas imagens apresentadas.",camera_analyzer_prompt_external_street,False,False
event_20250403_091742_afe052f2,35,motion_detected/event_20250403_091742_afe052f2/0001_55407_20250302_230353_frame_20250403_091735_000041.jpg,55407,2025-03-02 23:03:53,"Ambiente externo durante a noite, com boa iluminação. A cena está em uma rua movimentada, em frente a um portão de entrada.",Aproximadamente 5 carros e várias pessoas passando. As pessoas estão caminhando normalmente pela calçada. Presença de um veículo estacionado.,"Nenhum comportamento suspeito identificado, como permanência prolongada ou tentativas de manipulação de entradas.",Câmera 02,"**Não**, não há sinais de risco observáveis na sequência de imagens.",camera_analyzer_prompt_external_street,False,False
event_20250402_154309_d17a8c21,6,motion_detected/event_20250402_154309_d17a8c21/0001_10771_20250228_101013_frame_20250402_154309_000007.jpg,10771,2025-02-28 10:10:13,"Ambiente interno com vista para um corredor lateral externo da propriedade. Dia, com iluminação natural.",Nenhuma pessoa ou veículo detectado nas imagens.,Nenhum comportamento suspeito ou sinal de risco visível.,"Marca d'água ""Camera 02"" visível.","**Não**, não há justificativa para risco sem a presença de pessoas ou atividades suspeitas.",camera_analyzer_prompt_external_street,False,False
event_20250402_170432_a89dcd4a,6,motion_detected/event_20250402_170432_a89dcd4a/0001_4992_20250228_161321_frame_20250402_170432_000006.jpg,4992,2025-02-28 16:13:21,"Ambiente externo durante o dia, bem iluminado. A área parece ser um corredor lateral com um jardim ao lado.",Nenhuma pessoa ou veículo detectado nas imagens.,Nenhum comportamento de risco visível.,"Texto visível na parte superior da imagem com data, hora e ""Câmera 06"".","**Não**, nenhuma atividade suspeita ou presença de pessoas na área visualizada.",camera_analyzer_prompt_external_street,False,False
event_20250408_154828_d3eda1a7,2,motion_detected/event_20250408_154828_d3eda1a7/0000_fall_20250408_154828_frame.jpg,fall,2025-04-08 15:48:28,"Ambiente interno, bem iluminado, possivelmente uma sala de monitoramento ou segurança.","Quatro pessoas estão presentes na cena. Três estão próximas a uma parede, interagindo diretamente com uma pessoa encostada na parede.","Uma pessoa aparenta estar sendo contida ou revistada pelos outros dois indivíduos próximos. A ação parece ser de contenção, mas não há sinais de agressão explícita.",Há uma data e horário visível no canto da imagem.,"**Sim**, pela presença de uma aparente necessidade de contenção física, indicando uma situação de potencial risco.",camera_analyzer_prompt_external_street,True,True
event_20250408_154829_ed9143f6,3,motion_detected/event_20250408_154829_ed9143f6/0000_run_20250408_154829_frame.jpg,run,2025-04-08 15:48:29,"Ambiente externo durante o dia, com boa iluminação. A cena ocorre numa área residencial com calçadas e um cruzamento com placa de ""Pare"".",Uma pessoa visível e um caminhão estacionado. Um cachorro e uma ovelha também aparecem na cena.,Não há comportamentos suspeitos ou associados a risco na cena. A pessoa parece estar em movimento normal.,FAILARMY,"**Não**, não há sinais de comportamento suspeito ou risco potencial identificado.",camera_analyzer_prompt_external_street,True,False
event_20250403_110501_6729df14,21,motion_detected/event_20250403_110501_6729df14/0001_6985_20250307_101724_frame_20250403_110453_000004.jpg,6985,2025-03-07 10:17:24,Ambiente externo durante o dia; iluminação adequada. Local da cena é uma rua residencial com calçada e um estacionamento frontal próximo ao portão de um imóvel.,"Inicialmente uma pessoa é vista caminhando; vários carros passam pela rua, inclusive um momento com um carro parado por um curto período antes de prosseguir. Uma motocicleta com duas pessoas passa em frente ao imóvel.","- A motocicleta passa com dois ocupantes, o que requer atenção adicional, embora nenhum comportamento altamente suspeito ou ameaçador seja detectado na sequência.","""Camera 02"" visível nas imagens.","**Não**, não há comportamentos claros de risco observados além da atenção usual requerida por uma motocicleta com dois ocupantes.",camera_analyzer_prompt_external_street,False,False
event_20250408_154826_2c1ec565,5,motion_detected/event_20250408_154826_2c1ec565/0000_grab_20250408_154826_frame.jpg,grab,2025-04-08 15:48:26,"Imagem noturna, iluminação fornecida por faróis dos veículos e luz externa. A cena se passa em uma rua residencial.",Um carro está estacionado com as portas abertas. O conteúdo capturado também mostra outro carro estacionado mais à frente na rua. Uma pessoa parece estar dentro do carro estacionado.,"Não há sinais claros de riscos potenciais. O carro parado com a porta aberta e alguém dentro pode sugerir que estão esperando, mas não há comportamento explicitamente suspeito visível.","Data e hora visíveis no canto superior da imagem e marca d'água ""IPC"".","**Não**, o comportamento observado não demonstra sinais de risco imediato.",camera_analyzer_prompt_external_street,True,False
event_20250402_173754_467058ed,6,motion_detected/event_20250402_173754_467058ed/0001_53862_20250301_082830_frame_20250402_173754_000126.jpg,53862,2025-03-01 08:28:30,"Ambiente interno com vista para um corredor ou escada privada. É noite, com iluminação artificial no local.",Nenhuma pessoa ou veículo detectado nas imagens.,Nenhum comportamento suspeito observado nas imagens.,"Data e hora visíveis; ""Camera 04"" visível.","**Não**, nenhum risco aparente.",camera_analyzer_prompt_external_street,False,False
event_20250408_154828_79d7aceb,2,motion_detected/event_20250408_154828_79d7aceb/0000_throw_20250408_154828_frame.jpg,throw,2025-04-08 15:48:28,"A cena ocorre durante o dia em um ambiente urbano, sob iluminação natural. É visível um viaduto ou passarela com paredes grafitadas.",Duas pessoas estão presentes no viaduto. Não há veículos visíveis na imagem.,"As duas pessoas estão em um viaduto com atitude suspeita de arremessar objetos, como indicado pelo texto ""ROCKS THROWN FROM OVERPASS"" (pedras arremessadas de viaduto). Este comportamento é perigoso e representa um risco potencial à segurança de pessoas e veículos abaixo.","Crime Beat, WTHR","**Sim**, o comportamento de arremessar objetos de um viaduto apresenta um risco elevado de causar danos a veículos e perigo aos motoristas na via abaixo.",camera_analyzer_prompt_external_street,True,True
event_20250408_154827_6620de67,4,motion_detected/event_20250408_154827_6620de67/0000_sit_20250408_154827_frame.jpg,sit,2025-04-08 15:48:27,"Interior de um veículo, dia, luz suficiente.","Uma pessoa no banco traseiro do carro, comportamento aparentemente normal.",Nenhum comportamento de risco claro ou agressivo visível.,Texto com coordenadas e ID no canto superior direito.,"**Não**, sem sinais de risco aparente observados.",camera_analyzer_prompt_external_street,True,False
event_20250402_150531_3b752641,9,motion_detected/event_20250402_150531_3b752641/0001_40424_20250221_185342_frame_20250402_150531_000008.jpg,40424,2025-02-21 18:53:42,"Ambiente interno com vista para uma área privada externa, aparentando ser um corredor lateral. A iluminação é diurna.","Uma pessoa é vista passando ao lado de uma cerca, carregando uma mochila.","Presença da pessoa caminhando próxima à cerca pode ser incomum dependendo do contexto, mas nenhuma ação suspeita clara, como tentativa de abrir portas ou observar através das frestas, é visível.",Sem visão de textos ou marca d'água relevante.,"**Não**, devido à ausência de comportamentos suspeitos claros. Presença de pessoa em área possivelmente comum de passagem.",camera_analyzer_prompt_external_street,False,False
event_20250408_154828_3dd50747,3,motion_detected/event_20250408_154828_3dd50747/0000_stand_20250408_154828_frame.jpg,stand,2025-04-08 15:48:28,"Ambiente externo durante o dia; a cena parece ser em uma área pavimentada, possivelmente um estacionamento ao lado de uma parede.","Há um pedestre, três carros estacionados e uma bicicleta parada. A pessoa está próxima a um dos carros, caminhando ao lado deles.",Não há sinais claros de risco; a pessoa não parece estar manipulando os veículos ou demonstrando comportamento suspeito.,Texto no canto inferior das imagens (ilegível).,"**Não**, não há comportamento suspeito observável.",camera_analyzer_prompt_external_street,False,False
event_20250410_145303_1cfc3a0f,16,motion_detected/event_20250410_145303_1cfc3a0f/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Rua residencial durante o dia, com boa iluminação. A cena ocorre na rua em frente a imóveis residenciais.","Aproximadamente três a quatro veículos estão presentes, incluindo um que se move. Duas pessoas são visíveis em sequências distintas. Em um frame, um indivíduo se aproxima correndo de um carro e a cena mostra uma pessoa abrindo a porta de um carro estacionado.","Um comportamento suspeito é observado quando um indivíduo corre em direção a um carro e entra rapidamente, sugerindo uma ação potencialmente ilícita. Além disso, o carro que parece estar sendo abordado está parado no meio da rua.",Emelabs Record.,"**Sim**, devido ao comportamento suspeito de uma pessoa se aproximando rapidamente de um veículo, o que sugere uma ação possivelmente ilegal, como uma tentativa de roubo ou furto.",camera_analyzer_prompt_external_street,True,True
event_20250403_115120_668de0a1,17,motion_detected/event_20250403_115120_668de0a1/0001_16312_20250307_134155_frame_20250403_115120_000048.jpg,16312,2025-03-07 13:41:55,"Escritório, dia, bem iluminado.","Uma pessoa movendo-se nas imagens, aparentemente trabalhando em um escritório.",A pessoa está apenas desempenhando atividades normais de escritório.,"""Escritório"", ""Intelbras"" (marca d'água), data e hora.","**Não**, sem comportamentos suspeitos ou sinais de risco visíveis.",camera_analyzer_prompt_external_street,False,False
event_20250408_154829_826e1905,4,motion_detected/event_20250408_154829_826e1905/0000_struggle_20250408_154829_frame.jpg,struggle,2025-04-08 15:48:29,"Ambiente externo à noite, com iluminação artificial. Cena em frente a um estabelecimento com placa visível.","Aproximadamente sete pessoas visíveis, incluindo algumas com uniformes de segurança. Não há veículos visíveis.","Interação física intensa, possivelmente uma briga ou tentativa de contenção, envolvendo seguranças e outros indivíduos. A presença dos seguranças indica uma situação controlada ou em processo de controle.",Hardcore/Punk/Rockabilly.,"**Sim**, devido à possível briga ou distúrbio em frente ao estabelecimento.",camera_analyzer_prompt_external_street,True,True
event_20250408_154828_138fb57f,3,motion_detected/event_20250408_154828_138fb57f/0000_fall_20250408_154828_frame.jpg,fall,2025-04-08 15:48:28,"Ambiente externo, aparentemente durante o dia. A cena ocorre em uma entrada de garagem residencial com decorações festivas visíveis.",Um carro estacionado e uma caminhonete de entregas com a porta aberta. Um entregador anda em direção à casa carregando pacotes.,Não há sinais claros de comportamento suspeito. A pessoa parece estar realizando uma entrega normal.,"""ring.com"" está visível nas imagens.","**Não**, o comportamento observado parece ser de uma entrega regular sem sinais de ameaça.",camera_analyzer_prompt_external_street,True,False
event_20250402_134640_5c3ec297,11,motion_detected/event_20250402_134640_5c3ec297/0001_6888_20250219_153816_frame_20250402_134640_000031.jpg,6888,2025-02-19 15:38:16,"Ambiente interno, iluminação artificial típica de elevador, espaço fechado.",Uma pessoa presente. A pessoa está dentro do elevador aparentando usar um celular.,"A pessoa está apenas olhando para o celular, não havendo indicação de comportamento suspeito.","Data e hora no canto superior esquerdo. Texto ""Camera 06"" visível.","**Não**, sem sinais de risco detectados conforme as ações observadas.",camera_analyzer_prompt_external_street,False,False
event_20250402_141414_61adc9a9,6,motion_detected/event_20250402_141414_61adc9a9/0001_6887_20250219_153816_frame_20250402_141414_000009.jpg,6887,2025-02-19 15:38:16,"Corredor interno com boa iluminação, provavelmente durante o dia.",Nenhuma presença humana ou de veículo nas imagens.,Nenhum comportamento de risco visível nas imagens.,Câmera 95,"**Não**, nenhum sinal de risco aparente.",camera_analyzer_prompt_external_street,False,False
event_20250403_110227_40dfdb1b,13,motion_detected/event_20250403_110227_40dfdb1b/0001_6984_20250307_101724_frame_20250403_110227_000016.jpg,6984,2025-03-07 10:17:24,"Ambiente externo durante o dia, com boa iluminação. A cena está situada em uma calçada, com visão parcial da rua e de um estacionamento frontal.",Há uma pessoa sentada sob um guarda-sol. Vários carros estão passando pela rua nas imagens.,"Nenhum comportamento suspeito é observado. Os veículos passam normalmente pela rua, sem redução de velocidade incomum ou permanência. A pessoa está apenas sentada, sem ações associadas a risco.","Câmera 01, data e hora visíveis.","**Não**, não há comportamentos que indiquem risco à segurança na sequência visual dada.",camera_analyzer_prompt_external_street,False,False
event_20250408_154828_a4352938,2,motion_detected/event_20250408_154828_a4352938/0000_stand_20250408_154828_frame.jpg,stand,2025-04-08 15:48:28,"Ambiente externo à noite, com iluminação pública. Local é uma rua residencial com calçada e portão de entrada.",Presença de duas pessoas. Uma está de pé próxima a outra que está sentada ou agachada na calçada.,Nenhum comportamento suspeito ou de risco claramente observável.,TITANVORTEX,"**Não**, não há comportamentos indicativos de risco imediato.",camera_analyzer_prompt_external_street,False,False
event_20250408_154828_fabdce01,3,motion_detected/event_20250408_154828_fabdce01/0000_stand_20250408_154828_frame.jpg,stand,2025-04-08 15:48:28,"Ambiente interno, iluminação média, possivelmente um quarto ou consultório.",Três pessoas presentes. Duas pessoas ao lado de uma cama onde há possivelmente outra pessoa deitada.,"Nenhuma tentativa visível de abrir gavetas ou armários, movimentação normal ao redor da cama.",Nenhum,"**Não**, sem sinais de comportamento de risco aparente.",camera_analyzer_prompt_external_street,False,False
event_20250403_110306_2a4c2741,12,motion_detected/event_20250403_110306_2a4c2741/0001_6984_20250307_101724_frame_20250403_110306_000054.jpg,6984,2025-03-07 10:17:24,"Ambiente externo durante o dia, luz natural, rua com calçada e área de estacionamento.","- Vários carros passando, incluindo um caminhão.
  - Presença de uma pessoa detectada em um momento da sequência.
  - Bola esportiva notada junto com carros.",Nenhum comportamento suspeito observado. Veículos em movimento normal na rua e presença esporádica de pessoa.,Câmera 01,"**Não**, movimento típico de tráfego urbano sem sinais de comportamento suspeito ou potencial ameaça.",camera_analyzer_prompt_external_street,False,False
event_20250410_145302_fd512be8,11,motion_detected/event_20250410_145302_fd512be8/0000_robbery_20250410_145302_frame.jpg,robbery,2025-04-10 14:53:02,"Ambiente externo em uma rua residencial durante o dia, com boa iluminação.",Aproximadamente três pessoas e duas motocicletas envolvidas.,"Confronto físico entre pessoas perto de motocicletas, envolvendo possivelmente uma tentativa de roubo. Uma motocicleta parece ser o alvo, com os indivíduos envolvidos em uma possível luta. Um dos indivíduos na moto aparentemente está armado ou com algo nas mãos.",Visível no canto superior esquerdo.,"**Sim**, devido à presença de um confronto físico com possíveis intenções criminosas e a presença de armas.",camera_analyzer_prompt_external_street,True,True
event_20250410_145304_8ec3e678,25,motion_detected/event_20250410_145304_8ec3e678/0000_break-in_20250410_145304_frame.jpg,break-in,2025-04-10 14:53:04,"Ambiente interno com iluminação noturna (infrared), possivelmente um corredor ou sala de armazenamento.",Aproximadamente duas pessoas detectadas.,"Um indivíduo está segurando um objeto que parece ser uma barra ou ferramenta, sugerindo intenção potencialmente destrutiva ou ameaçadora.",Nenhum,"**Sim**, a presença de indivíduos com possível ferramenta/arma em ambiente interno durante a noite indica um risco alto de segurança.",camera_analyzer_prompt_external_street,True,True
event_20250402_150847_2875d9f1,6,motion_detected/event_20250402_150847_2875d9f1/0001_40428_20250221_185342_frame_20250402_150847_000004.jpg,40428,2025-02-21 18:53:42,"Ambiente externo durante o dia, com boa iluminação. O local aparenta ser uma rua residencial com calçada e portão de entrada vistos nas imagens.","Há um carro identificado nas imagens, repetidamente. Não há detecção de pessoas nas imagens analisadas.","O carro está estacionado ou se movendo de forma não identificável, sem sinais de comportamento suspeito, como paradas ou manobras incomuns.",Camera 07 (visível nas imagens).,"**Não**, não há comportamentos associados a risco visíveis nas imagens.",camera_analyzer_prompt_external_street,False,False
event_20250402_150644_65cf02b1,9,motion_detected/event_20250402_150644_65cf02b1/0001_40426_20250221_185342_frame_20250402_150640_000009.jpg,40426,2025-02-21 18:53:42,"Ambiente interno com vista para uma área externa privada, provavelmente um corredor lateral. Dia, com boa iluminação.","Uma pessoa interage com um portão na primeira imagem. Nas imagens finais, um carro e uma motocicleta são visíveis na rua.","A pessoa parece interagir com o portão, mas não há comportamento claramente suspeito. O portão não é aberto.",Nenhum,"**Não**, a ação observada não indica comportamento de risco por si só.",camera_analyzer_prompt_external_street,False,False
event_20250402_153052_8400b28d,11,motion_detected/event_20250402_153052_8400b28d/0001_10785_20250228_101013_frame_20250402_153052_000063.jpg,10785,2025-02-28 10:10:13,"Ambiente externo durante o dia, condição de iluminação aparentemente clara. Cena em uma área de passagem, possivelmente uma calçada ou entrada com cercas visíveis.",Nenhuma pessoa ou veículo detectado nas imagens fornecidas.,Nenhum comportamento suspeito observado devido à falta de detecção de pessoas ou veículos.,"""NO VIDEO"" aparece em várias imagens.","**Não**, sem sinais de risco aparentes devido à ausência de atividade nas imagens disponíveis.",camera_analyzer_prompt_external_street,False,False
event_20250402_154239_6901bc0d,7,motion_detected/event_20250402_154239_6901bc0d/0001_10782_20250228_101013_frame_20250402_154239_000133.jpg,10782,2025-02-28 10:10:13,"Ambiente externo durante o dia, com iluminação adequada. Localização em rua residencial com calçada à vista.","Há um motociclista visível na primeira imagem, com a moto em movimento na rua. Em outra imagem, uma pessoa aparece andando na calçada.",Não há sinais de risco observáveis. A moto está em movimento constante e não há permanência prolongada ou comportamento suspeito na calçada.,Câmera 13,"**Não**, pois não há comportamentos ou ações suspeitas detectadas nas imagens apresentadas.",camera_analyzer_prompt_external_street,False,False
event_20250408_154827_489da73b,3,motion_detected/event_20250408_154827_489da73b/0000_sit_20250408_154827_frame.jpg,sit,2025-04-08 15:48:27,"Ambiente interno, iluminação diurna, provavelmente uma recepção ou escritório pequeno.",Duas pessoas visíveis; uma criança interagindo de forma lúdica na sala.,Não há comportamentos de risco observados. A criança parece estar brincando.,"""BROWARD SHERIFF'S OFFICE"" visível.","**Não**, não há sinais de comportamentos arriscados.",camera_analyzer_prompt_external_street,True,False
event_20250408_154827_df4d752d,5,motion_detected/event_20250408_154827_df4d752d/0000_walk_20250408_154827_frame.jpg,walk,2025-04-08 15:48:27,"Ambiente semiaberto coberto, com iluminação suficiente para identificação. Tipo da área: quintal ou varanda.","Uma pessoa visível na cena, aparentando se movimentar e interagir com elementos no local.","A pessoa está se movendo dentro do quintal, mas não há indícios claros de tentativas de acesso através de portas ou portões. Não parece estar realizando ações tipicamente classificadas como risco, como tentar abrir entradas.","""camera2"" visível no canto superior esquerdo.","**Não**, as ações observadas não indicam comportamento de risco suspeito. A pessoa parece estar simplesmente presente no espaço de forma regular.",camera_analyzer_prompt_external_street,True,False
event_20250403_110122_9008d0c2,6,motion_detected/event_20250403_110122_9008d0c2/0001_6987_20250307_101724_frame_20250403_110122_000108.jpg,6987,2025-03-07 10:17:24,"Ambiente interno, bem iluminado, possivelmente um escritório durante o dia.","Duas pessoas sentadas, interagindo de maneira tranquila.",Nenhum comportamento suspeito ou risco aparente. As pessoas estão sentadas e usando o computador.,"""Camera: 04"" visível na imagem.","**Não**, sem ações ou comportamentos de risco detectados.",camera_analyzer_prompt_external_street,False,False
event_20250403_101317_ac64b50b,14,motion_detected/event_20250403_101317_ac64b50b/0001_17201_20250307_002851_frame_20250403_101317_000129.jpg,17201,2025-03-07 00:28:51,"Área externa durante a noite, com iluminação fraca. Local parece ser uma rua residencial ou calçada próxima a um portão de entrada.",Não há pessoas visíveis nas imagens. Um veículo é visto passando ao longo da rua.,O veículo passa pela área sem aparentar diminuir a velocidade ou parar.,"""Frente, L, E"" visível em todas as imagens.","**Não**, não há sinais de comportamento suspeito ou de risco nas imagens.",camera_analyzer_prompt_external_street,False,False
event_20250403_111720_8438ede2,13,motion_detected/event_20250403_111720_8438ede2/0001_6990_20250307_101724_frame_20250403_111720_000111.jpg,6990,2025-03-07 10:17:24,"Ambiente interno, bem iluminado, possivelmente uma sala de espera ou área de recepção.",Aproximadamente uma pessoa. Parece estar mexendo em objetos sobre o balcão.,"A pessoa parece estar manipulando objetos. Não há indícios claros de tentativa de furto ou comportamento suspeito, mas o movimento repetitivo poderia ser monitorado por precaução.","""Camera 97"", data e hora.","**Não**, o comportamento não aparenta risco imediato, mas poderia ser monitorado se o contexto não for claro.",camera_analyzer_prompt_external_street,False,False
event_20250408_154828_0ef99938,9,motion_detected/event_20250408_154828_0ef99938/0000_stand_20250408_154828_frame.jpg,stand,2025-04-08 15:48:28,"Ambiente interno de loja ou conveniência. Iluminação artificial, provavelmente noturna.","Aproximadamente uma pessoa visível tentando abrir uma porta, possivelmente forçando-a.","Indivíduo tentando abrir ou forçar a porta, comportamento pode indicar tentativa de invasão fora do horário normal.","""CAM 3"" e data/hora visível no vídeo.","**Sim**, comportamento potencialmente de invasão ou entrada não autorizada.",camera_analyzer_prompt_external_street,False,True
event_20250402_135631_93a32206,11,motion_detected/event_20250402_135631_93a32206/0001_6895_20250219_153816_frame_20250402_135623_000080.jpg,6895,2025-02-19 15:38:16,Estacionamento interno com iluminação diurna.,Um carro se movendo para fora da área.,Nenhum comportamento de risco observado; apenas o veículo saindo.,"Data e hora no canto superior esquerdo, ""Camera 13"" no canto inferior direito.","**Não**, movimento normal de veículo saindo do estacionamento.",camera_analyzer_prompt_external_street,False,False
event_20250403_115050_7683df45,19,motion_detected/event_20250403_115050_7683df45/0001_16312_20250307_134155_frame_20250403_115049_000017.jpg,16312,2025-03-07 13:41:55,"Ambiente interno, iluminado durante o dia, típico de um escritório.",Aproximadamente 1 a 2 pessoas detectadas em diversos momentos.,"A movimentação observada não demonstra atos suspeitos. As ações das pessoas parecem rotineiras para um ambiente de escritório, como movimentar-se entre mesas.","""Escritório"", data e hora da gravação estão visíveis.","**Não**, ações das pessoas são consistentes com atividades normais de escritório, sem indicação de comportamento de risco.",camera_analyzer_prompt_external_street,False,False
event_20250403_092133_a41a7e4e,15,motion_detected/event_20250403_092133_a41a7e4e/0001_55406_20250302_230353_frame_20250403_092127_000111.jpg,55406,2025-03-02 23:03:53,"Ambiente externo durante a noite. A iluminação é boa, com luzes de rua visíveis. A cena está localizada em uma rua residencial com visão de uma calçada e um portão de entrada.","Aproximadamente três carros visíveis nos frames iniciais, e até três pessoas se movendo ao longo dos frames. Não há indícios de ações suspeitas como olhar repetido para a propriedade ou tentativa de manipular entradas.","Não há comportamentos visíveis associados a risco. As pessoas e veículos parecem estar em trânsito normal, sem ações que indiquem intenção suspeita.",Camera 01.,"**Não**, não há sinais objetivos de risco ou comportamentos suspeitos observáveis na sequência de imagens.",camera_analyzer_prompt_external_street,False,False
event_20250403_092148_f7aec939,20,motion_detected/event_20250403_092148_f7aec939/0001_55406_20250302_230353_frame_20250403_092148_000132.jpg,55406,2025-03-02 23:03:53,"Ambiente externo, noturno, bem iluminado. Localização em uma rua residencial com fachada de prédio e portão de entrada visíveis.","- Uma pessoa em uma bicicleta, outro pedestre e vários carros passando pela rua.
  - Nenhum comportamento visualmente suspeito observado como tentativa de forçar entrada ou observação excessiva do imóvel.",Nenhum comportamento de risco identificado.,Câmera 01,"**Não**, não há sinais de comportamento suspeito ou ameaça aparente na sequência.",camera_analyzer_prompt_external_street,False,False
event_20250410_145303_bf28867c,25,motion_detected/event_20250410_145303_bf28867c/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Área externa durante o dia, cena bem iluminada. Local é um estacionamento frontal com um carro-forte presente.","Presença de um carro-forte, várias motocicletas estacionadas, uma caminhonete e algumas pessoas próximas e em movimento.","Pessoas em movimento rápido ao redor do carro-forte, uma pessoa parece cair ao chão, indicando possível situação de risco ou emergência. A caminhonete entra em cena rapidamente e para de forma abrupta.","Texto visível no carro-forte: ""PRESERVE"".","**Sim**, devido ao comportamento agitado e abrupto das pessoas e veículos, com indícios de potencial situação de emergência em torno do carro-forte.",camera_analyzer_prompt_external_street,True,True
event_20250408_154826_f4c9cc24,3,motion_detected/event_20250408_154826_f4c9cc24/0000_kick_20250408_154826_frame.jpg,kick,2025-04-08 15:48:26,"Cena externa à noite, com iluminação de rua. O local parece ser uma rua ou calçada em uma área urbana.","Aproximadamente cinco pessoas são visíveis, algumas no chão e outras em pé. Não há veículos visíveis nas imagens.","As imagens mostram várias pessoas no chão e algumas em pé próximas, sugerindo uma possível altercação ou situação de confronto.","Legenda ""MANCHESTER PLACE"" e marca ""CCTVX"" visível.","**Sim**, a situação parece ser de confronto físico, o que representa um risco à segurança.",camera_analyzer_prompt_external_street,True,True
event_20250403_091558_f5332a23,14,motion_detected/event_20250403_091558_f5332a23/0001_55408_20250302_230353_frame_20250403_091558_000102.jpg,55408,2025-03-02 23:03:53,"Ambientes externos à noite, com iluminação urbana. A cena acontece em uma rua residencial com um portão visível em primeiro plano.",A sequência mostra aproximadamente dois veículos passando pela rua. Não há presença de pessoas visíveis nas imagens.,Não há sinais óbvios de comportamento suspeito. Os veículos passam pela rua sem aparentar reduzir a velocidade ou parar.,"Há marca d'água indicando ""Camera 03"" no canto inferior direito.","**Não**, não foram observados comportamentos suspeitos ou sinais de risco nas imagens analisadas.",camera_analyzer_prompt_external_street,False,False
event_20250408_154828_da5febad,4,motion_detected/event_20250408_154828_da5febad/0000_run_20250408_154828_frame.jpg,run,2025-04-08 15:48:28,"Ambiente interno com vista para área externa privada, provavelmente um pátio ou garagem. Está à noite com iluminação artificial.",Três pessoas são vistas caminhando na área. Um carro estacionado é visível.,Não há comportamentos visivelmente suspeitos ou sinais claros de risco. As pessoas parecem apenas caminhar pela área.,"""VIKATAN TV"" no canto inferior direito.","**Não**, pois não há evidências de comportamento suspeito ou risco aparente.",camera_analyzer_prompt_external_street,True,False
event_20250410_145303_c7079205,9,motion_detected/event_20250410_145303_c7079205/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Ambiente interno residencial, iluminação noturna (visão noturna em uso), sala de estar.",Aproximadamente três pessoas visíveis; uma delas está sentada com as mãos levantadas enquanto outras pessoas ao redor parecem interagir de forma agressiva.,"Movimentação suspeita, pessoa sentada em postura defensiva (mãos levantadas), indica potencial situação de coação ou roubo.","#JornalDaRecord, data e hora no canto superior direito.","**Sim**, devido ao comportamento defensivo da pessoa sentada e a proximidade agressiva dos outros, sugere alto risco de segurança.",camera_analyzer_prompt_external_street,True,True
event_20250403_113741_80c81944,146,motion_detected/event_20250403_113741_80c81944/0001_7645_20250307_134155_frame_20250403_113736_000011.jpg,7645,2025-03-07 13:41:55,"A câmera está em um ambiente interno com vista para uma área externa privada, provavelmente um quintal ou entrada lateral. É dia, com iluminação solar intensa.",Nenhuma pessoa ou veículo é visível nas imagens.,"Não há presença de pessoas, nem sinais de comportamentos de risco como tentativas de abrir portões ou movimentação suspeita.","Intelbras, Portao entrada.","**Não**, nenhuma atividade suspeita detectada.",camera_analyzer_prompt_external_street,False,False
event_20250410_145302_1206a091,22,motion_detected/event_20250410_145302_1206a091/0000_robbery_20250410_145302_frame.jpg,robbery,2025-04-10 14:53:02,Consultório odontológico interno com boa iluminação; parece ser durante o dia.,"Cerca de cinco pessoas no local. Duas delas estão próximas à cadeira do paciente, enquanto outras estão na porta. Todos parecem preocupados, e uma pessoa em particular parece estar saindo rapidamente da cadeira odontológica.","Ações sugerem um certo nível de pânico ou confusão, possivelmente um assalto. Uma pessoa levanta rapidamente da cadeira odontológica, e outras estão próximas à entrada, observando.","#sbtnews, Ceilândia, DF, 11/11/2021 10:28.","**Sim**, devido ao comportamento suspeito e a presença de várias pessoas em uma situação de aparente preocupação ou pânico dentro de um consultório odontológico.",camera_analyzer_prompt_external_street,True,True
