folder_name,image_count,first_image,cam_id,event_datetime,contexto,observacoes,avaliacao,grau_confianca,scenario_type,format_type,label,real,predict,confidence_level
event_20250403_110712_5aa7d505,21,motion_detected/event_20250403_110712_5aa7d505/0001_6985_20250307_101724_frame_20250403_110706_000134.jpg,6985,2025-03-07 10:17:24,"- Vista externa da rua, em frente a uma propriedade, área arborizada e residencial/comercial (indicado por vagas demarcadas e calçada larga). Imagens diurnas, boa iluminação natural. Rótulo “Câmera 02” para a sequência principal e “Câmera 11” para as últimas imagens.","- Pessoas:  
    - Um indivíduo caminhando ao longo da calçada nas primeiras imagens (Câmera 02), depois sai do campo de visão.
    - Outro indivíduo caminhando, também sozinho, visível nas últimas imagens (Câmera 11).
  - Veículos:  
    - Trânsito normal de carros, com passagem de vários veículos nos dois sentidos.  
    - Nenhuma motocicleta detectada ou veículo parado observando a propriedade.
  - Indicadores Objetivos de Risco (Não observados):  
    - Nenhuma tentativa de forçar/manipular entradas.
    - Ninguém parado ou agindo de forma suspeita próxima à propriedade.
    - Veículos apenas em trânsito, sem passagens lentas ou repetidas, e sem ocupantes observando atentamente o local.
    - Não há uso atípico de vestimentas (capuzes/máscaras).
    - Não há interações coordenadas ou comportamento agressivo/violento.","Baixo  
  - Justificativa:  
    - Não foram observados indicadores objetivos de risco nas imagens analisadas. O fluxo de pessoas e veículos aparenta condizer com o esperado para uma área urbana/empresarial durante o dia.","Alto  
  - Justificativa:  
    - As imagens apresentam boa nitidez e enquadramento, permitindo análise clara das ações das pessoas e veículos. Não há ambiguidade nas ações dos observados, reforçando alta confiança na avaliação.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250410_145303_7f97b2f6,25,motion_detected/event_20250410_145303_7f97b2f6/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Imagens externas de posto de gasolina durante o dia, com iluminação natural clara, local aberto, aparentemente comercial. Fonte da câmera identificada como ""canal uol"", com data/hora visível (06/03/2023, entre 17:15:41 e 17:16:06).",,"**Alto**. Justificativa: Diversos indicadores claros e simultâneos de alto risco objetivo — presença de ação armada, uso de máscaras/bonés, coação e agressão física, ameaça à integridade da vítima, além de ação coordenada entre criminosos.","**Alto**. Justificativa: As imagens possuem excelente clareza, enquadramento frontal direto do ocorrido e ausência de ambiguidade quanto ao contexto e à natureza violenta da ação (assalto armado evidente). Todos os elementos críticos de risco são visíveis sem dúvidas.",camera_analyzer_prompt_external_street,detailed,,True,True,Alto
event_20250408_154828_7e69c268,3,motion_detected/event_20250408_154828_7e69c268/0000_throw_20250408_154828_frame.jpg,throw,2025-04-08 15:48:28,"Ambiente interno fechado, possivelmente um escritório ou recepção de empresa. Iluminação artificial adequada, ambiente bem iluminado. A câmera está localizada no canto superior do ambiente, ângulo amplo cobrindo as mesas e parte da sala de espera. Imagens rotuladas como ""Câmera 01"".","- Pessoas: No início, presentes três pessoas próximas às mesas de atendimento, com outros ao fundo sentados na sala de espera. Uma pessoa (em pé, de camisa clara) parece realizar um movimento rápido e abrupto em direção a outra que está atrás da mesa. Nas imagens seguintes, nota-se que um dos indivíduos do lado do balcão/mesa realiza um gesto brusco, que pode ser interpretado como lançar ou empurrar algum objeto na direção da pessoa sentada à mesa.
  - Indicadores Objetivos de Risco Observados: 
    - Movimento rápido/errático pela área (indivíduo em pé movimenta-se de forma abrupta).
    - Possível ação agressiva (gesto de lançamento/empurrão em direção a outra pessoa).
    - Não são observados (pelas imagens fornecidas): ocultação de rosto, arrombamento, manipulação suspeita de portas/gavetas ou remoção rápida de itens.","Alto, pois foi identificado ao menos um indicador de risco (movimento brusco, potencial ação agressiva/violenta em direção a outra pessoa).","Alto. As imagens são claras, o ângulo proporciona boa visualização das ações, e os gestos observados são pouco ambíguos, sugerindo um incidente de risco entre os envolvidos.",camera_analyzer_prompt_internal_closed,detailed,,True,True,Alto
event_20250408_154829_ae55aced,5,motion_detected/event_20250408_154829_ae55aced/0000_struggle_20250408_154829_frame.jpg,struggle,2025-04-08 15:48:29,"Ambiente interno fechado, aparentemente um quarto ou cela simples com cama e janela; iluminação natural forte pela janela; label visual ""Câmera 01"" no canto inferior. Imagens em preto e branco e de baixa resolução.","- Pessoas: Duas pessoas visíveis, uma claramente imobilizando/agarrando a outra. A ação é intensa, semelhante a uma luta, com postura corporal indicando contenção ou agressão.
    - Indicadores Objetivos de Risco:
        - Ações agressivas ou luta física claramente presentes.
        - Movimento rápido e posições corporais típicas de confronto físico.
        - Nenhum objeto suspeito aparente ou evidência de armas nas imagens analisadas, mas a ação física agressiva é evidente.","Alto, devido à observação clara de confronto físico/agressão entre as pessoas, o que representa risco imediato à integridade física.","Alto, pois apesar da baixa qualidade das imagens, a cena é bem iluminada, as ações são objetivas e a postura dos envolvidos não deixa ambiguidade sobre a existência de agressão física.",camera_analyzer_prompt_internal_closed,detailed,,True,True,Alto
event_20250408_154826_22dc91e2,3,motion_detected/event_20250408_154826_22dc91e2/0000_kick_20250408_154826_frame.jpg,kick,2025-04-08 15:48:26,"Academia (local interno); iluminação clara, aparentemente artificial; presença de equipamentos de musculação e pesos; filmagem rotulada pelo timestamp no canto inferior (""19:37:16""). Câmera posicionada para cobrir boa parte do salão de musculação.","- Pessoas: Dois indivíduos presentes em todas as imagens.
    - Ações: Em sequência, um dos indivíduos segura e derruba violentamente o outro ao chão. A cena mostra, de forma clara, um movimento brusco que derruba a pessoa, seguida de uma queda impactante sobre o solo, com o agressor permanecendo de pé inclinando-se sobre a pessoa caída.
    - Indicadores Objetivos de Risco observados:
      - Movimento agressivo e violento entre as pessoas.
      - Queda forçada ao solo, configurando agressão física.
      - Possível risco de ferimento grave devido ao impacto da queda, especialmente no ambiente com objetos pesados e rígidos ao redor.","Alto, devido à agressão física explícita, com risco potencial de lesão grave pela ação violenta registrada.","Alto, pois as imagens apresentam excelente clareza, ângulo adequado e ações sem ambiguidade, evidenciando claramente o incidente de agressão física.",camera_analyzer_prompt_internal_closed,detailed,,True,True,Alto
event_20250403_110809_e9b8e587,11,motion_detected/event_20250403_110809_e9b8e587/0001_6994_20250307_101724_frame_20250403_110809_000040.jpg,6994,2025-03-07 10:17:24,"Vista externa de uma rua com estacionamento, em área aparentemente residencial ou mista, durante o dia (boa iluminação natural). A câmera está posicionada em um ângulo alto, proporcionando boa visibilidade da rua e parte do estacionamento. Imagens rotuladas como ""Camera 11"".","- Pessoas: Não há pessoas visíveis nas imagens analisadas.
  - Veículos: Sequência mostra vários carros passando pela rua em diferentes direções, sem sinais de parada prolongada, vadiagem ou manobras suspeitas. Não há motocicletas visíveis nas imagens.
  - Indicadores Objetivos de Risco: 
    - Não há tentativa de forçar/manipular entradas visível.
    - Não há vadiagem ou permanência suspeita próxima à propriedade.
    - Não foram observadas passagens lentas e repetidas de veículos.
    - Não há veículos estacionados com ocupantes observando a propriedade.
    - Não há motocicletas paradas ou desacelerando próximo ao local.
    - Não foi identificado uso incomum de capuzes, máscaras ou bonés.
    - Não há ações coordenadas entre indivíduos.
    - Não há sinais de agressão, violência ou armas.","Baixo, pois nenhum indicador objetivo de risco foi observado nas imagens fornecidas.","Alto, pois a visibilidade e a clareza das imagens são boas, abrangendo adequadamente a rua e a área de interesse, e as ações observadas são claras e não ambíguas.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250408_154826_0a85b8b5,4,motion_detected/event_20250408_154826_0a85b8b5/0000_grab_20250408_154826_frame.jpg,grab,2025-04-08 15:48:26,"Ambiente interno fechado, possivelmente uma sala de manutenção ou pequeno escritório (fios, escada, ferramentas e materiais de obra visíveis). Iluminação artificial adequada, ambiente bem iluminado. Câmera identificada como ""Câmera 01"".","- Pessoas: Duas pessoas presentes durante toda a sequência. Estão próximas da porta de entrada do ambiente.
  - O indivíduo de camiseta escura/manchas claras parece conversar e gesticular de forma direta com a pessoa de casaco com capuz e botas amarelas.
  - Em determinado momento (imagens 2 e 3), o indivíduo de camiseta recebe/segura um grande saco, aparentemente trazido pela pessoa de casaco. Não há movimentos rápidos ou sinais de agressividade visíveis. Ambos estão visíveis e nenhum parece esconder o rosto da câmera.
  - Não há indicações claras de forçar portas, gavetas, manipulação de equipamentos de maneira suspeita, ocultação de itens, vandalismo, agressão, ou portas/janelas arrombadas.","Baixo, pois nenhum dos indicadores objetivos de risco foi observado nas imagens. As ações são compatíveis com entrega/troca de objeto volumoso, sem sinais de hostilidade ou intenção ilícita evidente.","Alto, pois as imagens estão claras, com bom ângulo e as ações são pouco ambíguas. Todos movimentos são visíveis e não há pontos cegos relevantes.",camera_analyzer_prompt_internal_closed,detailed,,False,False,Alto
event_20250403_091404_c34755c2,22,motion_detected/event_20250403_091404_c34755c2/0001_55410_20250302_230353_frame_20250403_091404_000146.jpg,55410,2025-03-02 23:03:53,"Imagens noturnas em preto e branco, registradas por câmeras de segurança posicionadas para monitorar quintal/jardim de uma propriedade privada. As câmeras estão voltadas para o portão de entrada e parte da calçada/rua externa, aparentemente com boa iluminação noturna (provavelmente iluminação pública e sensores das câmeras). Labels: ""Camera 05"" e ""Camera 03"".","- Pessoas: Não há pessoas presentes na área privada/quintal em nenhum momento da sequência observada.
  - Indicadores Objetivos de Risco:  
    - Não há registro de pessoas em áreas ou horários incomuns.
    - Não há aproximação ou interação de pessoas com portas, janelas, muros ou portões.
    - Nenhuma tentativa de abertura ou transposição de barreiras/propriedade.
    - Não é observado comportamento de observação suspeita da propriedade.
    - Não há movimento inesperado em áreas privadas.
    - Não há sinais claros de intrusão, como pular muros/cercas.
  - Nota: Apenas veículos transitando pela rua externa são visíveis, sem interação com a área da propriedade.","Baixo, pois não foi identificado nenhum indicador objetivo de risco durante a análise das imagens.","Alto, visto que as imagens estão nítidas, com iluminação suficiente, ângulos adequados para monitoramento das áreas de interesse e ausência de ambiguidade nas ações observadas.",camera_analyzer_prompt_internal_to_outside,detailed,,False,False,Alto
event_20250403_110744_338b958b,15,motion_detected/event_20250403_110744_338b958b/0001_6994_20250307_101724_frame_20250403_110744_000016.jpg,6994,2025-03-07 10:17:24,"Vista externa para uma rua, durante o dia (iluminação natural e adequada), aparentemente em área urbana ou mista (prédios e muros visíveis, calçada e rua asfaltada). Câmera 11, ângulo voltado para a entrada de estacionamento e via pública.","- Pessoas: Não foi possível identificar claramente pessoas em atitudes suspeitas nas imagens apresentadas.
  - Veículos: Trânsito regular de carros e motocicletas observado; as motocicletas aparecem circulando em movimento normal, sem indício de parada prolongada ou desaceleração incomum em frente à propriedade.
  - Indicadores Objetivos de Risco:
    - Nenhuma manipulação de portões/entradas detectada.
    - Não há vadiagem ou permanência suspeita de indivíduos próximos à propriedade.
    - Não há passagem lenta e repetida de veículos, especialmente motocicletas, em frente ao imóvel.
    - Não há veículos parados com ocupantes observando o local.
    - Não há motocicletas estacionadas, desacelerando ou com comportamento anormal próximos ao portão.
    - Não foi observado o uso incomum de capuzes, máscaras ou bonés.
    - Não há indícios de ações coordenadas entre indivíduos.
    - Não há sinais de agressão, violência ou uso de armas.","Baixo, pois nenhum dos indicadores objetivos de risco foi observado nas imagens analisadas.","Alto, uma vez que as imagens apresentam boa clareza, iluminação e o ângulo abrange tanto a via quanto a calçada e entrada principal, facilitando a observação de potenciais riscos. As ações dos veículos e pessoas não apresentaram ambiguidade em relação aos indicadores de risco especificados.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250403_103057_3dd4eced,7,motion_detected/event_20250403_103057_3dd4eced/0001_17205_20250307_002852_frame_20250403_103057_000088.jpg,17205,2025-03-07 00:28:52,"Ambiente externo, aparentemente área de fundos de um imóvel com diversos objetos e materiais (possível ferro-velho, oficina, ou depósito). Iluminação noturna artificial, imagens em preto e branco. Local parece não ser residencial, mas sim uma área comercial ou industrial. Imagens rotuladas como ""L.D. Fundos"".","- Pessoas: Não há presença evidente de pessoas nas imagens analisadas.
  - Veículos: Um veículo está visível na rua ao fundo, porém permanece estacionado em todas as imagens e não apresenta comportamento suspeito, como desaceleração próxima à propriedade ou observação evidente. 
  - Indicadores Objetivos de Risco:
     - Não há sinais de manipulação de entradas, vadiagem, passagens lentas/repetidas ou ações coordenadas.
     - Não há motocicletas visíveis.
     - Não há uso incomum de capuzes/máscaras/bonés e não são visíveis agressões, violência ou armas.","Baixo, pois não há indicadores objetivos de risco observados nas imagens apresentadas.","Alto, pois as imagens estão claras, o ângulo é bom para visualização da área, e as ações (ou ausência delas) são pouco ambíguas, permitindo boa análise do local e de movimentos.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250408_154829_43c0b5c1,2,motion_detected/event_20250408_154829_43c0b5c1/0000_struggle_20250408_154829_frame.jpg,struggle,2025-04-08 15:48:29,"Vista externa de uma rua, câmeras sob iluminação diurna e boa visibilidade. O local aparenta ser uma área urbana mista (pode ser residencial ou comercial), com vagas de estacionamento e calçada visíveis. Imagem rotulada como ""Camera 1"".","- Pessoas: Três pessoas presentes. Duas delas (próximas ao portão aberto) aparentam estar em um confronto físico, com posturas agressivas/de luta. Uma terceira pessoa observa a cena à distância, sem interação imediata.
    - Veículos: Nenhuma movimentação ou comportamento suspeito de veículos nas imagens observadas.
    - Indicadores Objetivos de Risco observados:
        - Agressão física ou confronto direto entre indivíduos.
        - Ações possivelmente coordenadas pelo posicionamento das pessoas (uma observando, outras envolvidas na luta).","Alto, devido à presença clara de confronto/agressão física entre duas pessoas e possível coordenação de terceiros (observador).","Alto, pois as imagens são claras, bem iluminadas e o ângulo permite observar de forma objetiva o conflito físico e o contexto geral com pouca ambiguidade.",camera_analyzer_prompt_external_street,detailed,,True,True,Alto
event_20250410_145304_211eddc9,11,motion_detected/event_20250410_145304_211eddc9/0000_climbing-wall_20250410_145304_frame.jpg,climbing-wall,2025-04-10 14:53:04,"Vista externa de rua residencial, com casas geminadas e calçadas. O ambiente está claro, provavelmente durante o dia, com iluminação natural suficiente. As imagens pertencem à ""Câmera 01"".","- Pessoas: Um indivíduo é visto escalando o muro de uma residência, passando da calçada para o interior da propriedade.
   - Veículos: Motocicleta estacionada do outro lado da rua, não envolvida na ação. Um carro está estacionado ao fundo da rua, aparentemente sem relação direta com o evento. Não há movimentação visível de veículos nesses quadros.
   - Indicadores Objetivos de Risco:
     - Forçar/manipular entradas: Sim, indivíduo escala muro para acessar propriedade, o que caracteriza invasão.
     - Vadiagem/permanência suspeita: Não observado além da ação direta da invasão.
     - Passagens lentas/repetidas de veículos: Não observado.
     - Veículos estacionados observando: Não observado, carro parado parece inativo.
     - Motocicletas suspeitas paradas: Não observado.
     - Uso incomum de capuzes/máscaras/bonés: Não evidente pelas imagens, mas não é o foco principal; ação já demonstra risco.
     - Ações coordenadas: Não observado, somente um indivíduo visível na ação.
     - Agressões, violência, armas: Não observado.","**Alto**. Justificativa: A escalada do muro é um claro indicador de invasão à propriedade, representando risco objetivo de segurança.","**Alto**. Justificativa: As imagens estão nítidas, o ângulo permite total visualização da ação de invasão, e a conduta do indivíduo é inequívoca (escalação do muro para dentro da propriedade) — sem ambiguidade na interpretação do risco.",camera_analyzer_prompt_external_street,detailed,,True,True,Alto
event_20250408_154829_68936014,4,motion_detected/event_20250408_154829_68936014/0000_sneak_20250408_154829_frame.jpg,sneak,2025-04-08 15:48:29,"Ambiente interno fechado, aparentando ser uma sala residencial, durante a noite ou em baixa iluminação (possível visão noturna infra-vermelha). Móveis como sofás, mesa de centro e almofadas visíveis. Imagens etiquetadas sequencialmente de uma mesma câmera fixa, provavelmente ""Câmera 01"".","- Pessoas: Duas pessoas presentes. Ambas movimentando-se de modo agachado/ajoelhado pela sala, sem contato visível com objetos, portas ou gavetas nestes frames.
    - Indicadores Objetivos de Risco:
        - Movimento cauteloso/baixo (engatinhando ou agachados), o que pode indicar tentativa de não serem vistas.
        - Nenhum sinal de forçar/manipular portas, gavetas ou armários.
        - Não há indicações claras de vandalismo, violência, agressão física, ou uso/porte de armas.
        - Não há portas/janelas arrombadas evidentes nestas imagens.
        - As pessoas não estão ativamente ocultando o rosto da câmera, mas o comportamento (agachado) pode indicar intenção de evasão da linha de visão.","Alto, presença de comportamento suspeito (movimentação cautelosa/agachada pela área, possivelmente tentativa de não serem flagrados), que se encaixa como movimento não usual para um ambiente residencial normal.","Alto, as imagens têm boa clareza, o ângulo permite boa visualização de grande parte do ambiente e das ações, e o comportamento observado é claramente atípico e sugere risco objetivo.",camera_analyzer_prompt_internal_closed,detailed,,False,True,Alto
event_20250402_140812_81b82a7a,7,motion_detected/event_20250402_140812_81b82a7a/0001_6883_20250219_153816_frame_20250402_140808_000066.jpg,6883,2025-02-19 15:38:16,"Vista externa de uma rua, aparentemente em área residencial. Iluminação diurna com sol forte. Imagem proveniente da ""Câmera 01"". Calçada com padrão de mosaico, árvores e postes visíveis. Uma rua de mão única/estreita, com pouco movimento captado nesta sequência.","- Pessoas: Uma pessoa (aparentemente mulher) caminhando na calçada, atravessa a área monitorada ao longo das imagens. Nenhum comportamento suspeito, caminha normalmente sem interagir com entradas ou demonstrar interesse por veículos ou imóveis.
    - Veículos: Um carro prata aparece nas primeiras imagens, trafega normalmente e depois sai do campo de visão. Não há motocicletas ou outros veículos passando lentamente, parados ou com condutores observando propriedades. 
    - Indicadores Objetivos de Risco: 
        - Não há sinais de forçagem/manipulação de entradas.
        - Não há vadiagem/permanência suspeita.
        - Não há passagens lentas/repetidas de veículos/motocicletas.
        - Não há veículos estacionados observando a propriedade.
        - Não há motocicletas parando ou desacelerando próximo.
        - Nenhuma pessoa utilizando capuz, máscara ou boné de maneira suspeita.
        - Não há coordenação visível entre indivíduos.
        - Não há agressões, violência, ou armas visíveis.","Baixo, nenhum indicador de risco observado nesta sequência. Trânsito e circulação de pedestre normais.","Alto, imagens claras, boa iluminação, ângulo adequado e comportamentos facilmente interpretáveis, sem ambiguidades relevantes.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250403_115819_956b2299,14,motion_detected/event_20250403_115819_956b2299/0001_7639_20250307_134155_frame_20250403_115805_000137.jpg,7639,2025-03-07 13:41:55,"Vista externa de rua residencial, horário diurno (por volta de 10h45), iluminação natural elevada devido à luz solar intensa, sem sombra significativa afetando a visibilidade. As imagens são da “frente direita” (provavelmente da fachada de uma residência/comércio), capturadas por uma câmera Intelbras.",,"Baixo, pois nenhum dos indicadores objetivos de risco foi observado nas imagens analisadas. O comportamento das pessoas e veículos registrados está compatível com o fluxo rotineiro de via pública durante o dia.","Alto, pois as imagens estão claras, com boa iluminação e ângulo que permite analisar tanto a calçada quanto a rua. As ações observadas são objetivas e pouco ambíguas, não havendo dúvidas relevantes neste trecho analisado.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250410_145304_b48dca52,10,motion_detected/event_20250410_145304_b48dca52/0000_break-in_20250410_145304_frame.jpg,break-in,2025-04-10 14:53:04,"As imagens são de uma câmera interna (provavelmente de um estabelecimento comercial), voltada para uma grande porta de vidro que dá acesso direto à rua. O horário é de madrugada/manhã cedo (por volta das 5h42 às 6h05, conforme marcação nas imagens), e o ambiente parece estar escuro, utilizando modo noturno/infravermelho da câmera. Área observada: hall de entrada ou showroom de loja, com vista ampla da porta voltada para área externa/rua. Rótulo da câmera: ""C4"".","- Pessoas: Uma pessoa aparece nas imagens transitando junto à porta de vidro. Inicialmente, ela está do lado de fora, se movimenta até a porta, posteriormente entra no ambiente interno por volta do frame 5 e permanece caminhando no local. Observa-se a presença dessa pessoa durante vários segundos, incluindo gestos que sugerem vigilância ou procura rápida dentro do espaço.
   - Indicadores Objetivos de Risco (Observados):
      - Presença de pessoa em horário incomum (madrugada/amanhecer).
      - Indivíduo entra no interior do local, sugerindo possível arrombamento ou invasão.
      - Essa pessoa se posiciona e se movimenta de modo suspeito e não compatível com rotina normal do local.
      - Portas de vidro estão abertas/quebradas, indicando possível violação de barreira física.
      - Não está presente nenhum indicativo de rotina de trabalho (exemplo: funcionário uniformizado, limpeza, etc).","**Alto**. Justificativa: Identificados diversos indicadores objetivos de risco, como entrada de pessoa fora de horário comercial, comportamentos suspeitos e violação da barreira física (porta de vidro aberta/quebrada).","**Alto**. Justificativa: As imagens são claras, o ângulo permite observar bem a ação na área interna e o acesso, e as ações da pessoa são pouco ambíguas, fortemente associadas a uma situação de invasão/arrombamento.",camera_analyzer_prompt_internal_to_outside,detailed,,True,True,Alto
event_20250402_142524_574db192,16,motion_detected/event_20250402_142524_574db192/0001_6884_20250219_153816_frame_20250402_142514_000083.jpg,6884,2025-02-19 15:38:16,"Rua residencial, câmeras externas – Câmera 02. Gravação durante o dia, iluminação natural forte (dia claro e ensolarado). Calçada com vegetação, árvores e casas com portões visíveis.","- Pessoas: Não há pessoas visíveis nas imagens.
   - Veículos: Observa-se a passagem ocasional de carros de passeio pela via, alguns transitando e outros parando brevemente. Não há motocicletas visíveis, nem veículos estacionados por longos períodos observando a propriedade.
   - Indicadores Objetivos de Risco:
      - Não há sinais de forçar/manipular entradas.
      - Não há permanência de pessoas ou vadiagem próxima da propriedade.
      - Não há veículos parados repetidamente nem passagem lenta incomum.
      - Não há motocicletas paradas ou comportamento suspeito.
      - Nenhum dos ocupantes aparenta uso incomum de capuzes, máscaras ou bonés.
      - Não há ações coordenadas ou comportamentos violentos detectados.",Baixo. Não foi identificado nenhum indicador objetivo de risco nas imagens analisadas.,"Alto. As imagens estão claras, com boa visibilidade do ambiente, ângulo adequado e sem ambiguidade nas ações observadas.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250403_113354_c8cf51c7,14,motion_detected/event_20250403_113354_c8cf51c7/0001_7647_20250307_134155_frame_20250403_113347_000095.jpg,7647,2025-03-07 13:41:55,"Rua residencial (baseado em carros estacionados e ausência de comércio visível), iluminação diurna e boa visibilidade. Imagens da ""frente esquerda"", provavelmente de uma câmera voltada para a rua, com árvores laterais proporcionando sombra parcial.","- Pessoas: Não há pessoas visíveis nas imagens analisadas.
  - Veículos: Circulação normal de diversos carros, incluindo veículos coloridos (possivelmente identificados como taxi ou carros de serviço público). Um veículo amarelo/vermelho passa em frente à câmera sem parar. Carros permanecem estacionados na via durante toda a sequência, sem alteração visível.
  - Indicadores Objetivos de Risco:
    - Não há sinais de manipulação de portões/entradas.
    - Não há vadiagem ou permanência suspeita visível.
    - Não ocorrem passagens lentas/repetidas de veículos.
    - Não há veículos parados com ocupantes observando casas.
    - Não há motocicletas parando, desacelerando ou observando.
    - Não há uso incomum de capuzes/máscaras/bonés.
    - Não há ações coordenadas entre indivíduos (não há sequer indivíduos visíveis).
    - Não há qualquer indício de agressão, violência ou uso de armas.","Baixo, pois não são observados indicadores objetivos de risco nas imagens.","Alto, pois as imagens possuem boa clareza, o ângulo cobre bem a área principal da rua e não há ambiguidade nas ações observadas.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250402_164111_69dfa316,7,motion_detected/event_20250402_164111_69dfa316/0001_18250_20250228_124222_frame_20250402_164111_000068.jpg,18250,2025-02-28 12:42:22,"Vista externa de uma rua/com estacionamento, durante o dia, sob iluminação solar intensa. O local parece ser comercial ou industrial, visto a presença de várias vagas, inclusive para PCD, gramado e acesso a tráfego de veículos pesados. Imagens rotuladas como ""RACK-P2 ZONA 01"".","- Pessoas: Não há pessoas visíveis nas imagens.
   - Veículos: Dois carros estacionados (um em vaga comum, outro em vaga para PCD) e movimentação de caminhões na rua ao fundo. Os carros permanecem estacionados durante toda a sequência (não há nova entrada, saída ou movimentação suspeita).
   - Indicadores Objetivos de Risco (observados):
      - Nenhum dos indicadores foi observado: não há manipulação de entradas, vadiagem, veículos passando repetidas vezes, ocupantes observando, motos paradas ou desacelerando, uso incomum de vestimentas, ações coordenadas, nem violência/agressões.","Baixo, pois não foi observado nenhum indicador objetivo de risco nas imagens fornecidas.","Alto, pois as imagens são claras, com bom ângulo de visão do local monitorado e as ações (ou ausência delas) são inequívocas e facilmente observáveis.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
event_20250403_091224_4da7849c,71,motion_detected/event_20250403_091224_4da7849c/0001_55410_20250302_230353_frame_20250403_091221_000046.jpg,55410,2025-03-02 23:03:53,"Imagens noturnas de uma câmera de segurança (“Camera 05”) posicionada em ambiente interno/semiaberto, com vista para uma área externa privada (provável jardim/quintal de entrada), incluindo um portão que limita acesso à rua. Iluminação aparentemente boa, com reflexos de luzes externas. O portão metálico permite visualização parcial da passagem de veículos e pedestres na rua.","- Pessoas: Não há presença de pessoas no interior da área externa privada em praticamente toda a sequência. Nas imagens a partir do timestamp 29:06:14 é possível observar uma pessoa caminhando pela calçada (lado externo ao portão), permanecendo por alguns segundos do lado de fora, mas não sendo visto tentando entrar, nem interagindo diretamente com o portão. Não há evidências desses indivíduos tentando acessar o interior da propriedade ou interagindo com portas/janelas/muros/portões de forma suspeita.
  - Indicadores Objetivos de Risco:
    - Não há pessoas presentes em horários incomuns dentro da área privada.
    - Não foi observado nenhum indivíduo tentando abrir ou abrir conexões com o exterior.
    - Não há movimento inesperado por passagens laterais ou áreas dos fundos nas áreas internas.
    - Não há sinais visíveis de intrusão (como pular o muro ou forçar entradas).
    - O tráfego de veículos e pedestres ocorre apenas na área pública/externa à propriedade.","Baixo, pois nenhum indicador objetivo de risco foi identificado na área externa privada dentro do período observado. A presença de pessoas se limitou à calçada e não gerou ações suspeitas ou de ameaça à segurança da propriedade.","Alto, pois as imagens apresentam boa clareza, ângulo apropriado para visualização tanto do portão quanto da área externa privada, e as ações observadas são pouco ambíguas (transitando apenas pela calçada pública). Não há elementos visuais obstruindo partes cruciais da cena.",camera_analyzer_prompt_internal_to_outside,detailed,,False,False,Alto
event_20250402_150700_3c793a13,24,motion_detected/event_20250402_150700_3c793a13/0001_40427_20250221_185342_frame_20250402_150655_000004.jpg,40427,2025-02-21 18:53:42,"Sequência externa de rua (Câmera 01), durante o dia, com boa iluminação natural. Local parece ser residencial ou misto (residencial/comercial), calçada arborizada, veículos estacionados e passagem de pedestres.",,"Alto, devido à permanência suspeita da motocicleta parada e aparente coordenação entre ocupante da moto e pedestre—ambos comportamentos classicamente associados a risco de abordagem criminosa, especialmente quando a moto permanece parada e o pedestre circula próximo ao portão.","Alto, pois a sequência de imagens é clara, a iluminação permite identificar a cena e os movimentos dos indivíduos são desambiguados pelos vários ângulos temporais. O padrão de comportamento observado é compatível com práticas de risco já documentadas em segurança urbana.",camera_analyzer_prompt_external_street,detailed,,False,True,Alto
event_20250402_171319_5435f854,7,motion_detected/event_20250402_171319_5435f854/0001_4990_20250228_161321_frame_20250402_171318_000023.jpg,4990,2025-02-28 16:13:21,"Vista externa de uma rua residencial durante o dia, com iluminação clara e natural. A câmera (Câmera 04) está posicionada próxima a um muro, mostrando parte de uma calçada e da rua à frente da propriedade.","- Pessoas: Não foram identificadas pessoas presentes ou realizando ações nas imagens.
   - Veículos: Um carro aparece rapidamente passando pela rua (imagem 0005). Não há informações visíveis sobre permanência prolongada ou comportamento suspeito. Nenhuma motocicleta foi detectada.
   - Indicadores Objetivos de Risco:
     - Não foram observados sinais de manipulação de entradas.
     - Não há vadiagem ou permanência suspeita próxima à propriedade.
     - Não há veículos realizando passagens lentas ou repetidas.
     - Não há veículos estacionados observando a propriedade.
     - Não há motocicletas paradas, observando ou desacelerando.
     - Não foi detectado uso incomum de capuzes/máscaras/bonés.
     - Não há ações coordenadas entre indivíduos.
     - Não foram observadas agressões, violência ou armas.","Baixo, pois nenhum dos indicadores objetivos de risco foi observado nas imagens.","Alto, pois as imagens são suficientemente claras para a observação da área monitorada, não há movimentação ambígua, e o ângulo da câmera cobre bem o caminho em frente à propriedade.",camera_analyzer_prompt_external_street,detailed,,False,False,Alto
