folder_name,image_count,first_image,cam_id,event_datetime,contexto,pessoas,comportamentos,label,avaliacao
event_20250403_110501_6729df14,21,motion_detected/event_20250403_110501_6729df14/0001_6985_20250307_101724_frame_20250403_110453_000004.jpg,6985,2025-03-07 10:17:24,"Externo, manhã ou final de tarde com boa iluminação natural, área frontal a um prédio com estacionamento e calçada adjacente à rua.","Um pedestre aparece na primeira imagem caminhando pela calçada, afastando-se da câmera. Um veículo branco aparece estacionado na rua e depois começa a se movimentar lentamente pela via.",Nenhum comportamento suspeito ou incomum observado. O pedestre e o veículo seguem trajetórias normais sem interação com o prédio ou comportamento atípico.,Camera 02.,"**Não**, movimentação comum de pedestre e veículo em área externa, sem sinais de ameaça ou violação."
event_20250402_173754_467058ed,6,motion_detected/event_20250402_173754_467058ed/0001_53862_20250301_082830_frame_20250402_173754_000126.jpg,53862,2025-03-01 08:28:30,"Interno, escada de acesso próximo a porta de vidro. Ambiente fechado com iluminação artificial. Madrugada/manhã cedo (05:32).",Nenhum visível nas imagens.,Nenhum comportamento suspeito aparente. Porta de vidro ao fundo permanece fechada durante os frames.,Camera 04.,"**Não**, não há movimentações nem sinais de tentativa de acesso indevido ou outras anomalias."
event_20250402_150531_3b752641,9,motion_detected/event_20250402_150531_3b752641/0001_40424_20250221_185342_frame_20250402_150531_000008.jpg,40424,2025-02-21 18:53:42,"Externo, dia, área com escada e grade metálica, vegetação nas proximidades. Iluminação natural adequada.","Um indivíduo com mochila aparece brevemente nos dois primeiros frames, caminhando para fora da área monitorada. Nos frames seguintes, não há presença humana ou veículos.","Nenhum comportamento suspeito visível. O portão parece estar encostado ou mal fechado ao início, mas sem evidências claras de tentativa de arrombamento ou de acesso não autorizado nos momentos capturados.",Camera 03.,"**Não**, apenas uma pessoa passando pela área; nenhuma ação suspeita ou irregular visível."
event_20250403_115120_668de0a1,17,motion_detected/event_20250403_115120_668de0a1/0001_16312_20250307_134155_frame_20250403_115120_000048.jpg,16312,2025-03-07 13:41:55,"Interno, ambiente de escritório, bem iluminado, durante o dia.","Uma pessoa caminhando dentro do escritório e aparenta estar organizando ou manipulando objetos em cima da mesa. Outras pessoas sentadas em suas mesas, aparentemente trabalhando.","Nenhum comportamento suspeito ou incomum visível. A pessoa em movimento parece ser uma funcionária do local e está exercendo atividades normais de escritório. Não há indícios de arrombamento, violência ou acessos irregulares.",Escritório.,"**Não**, atividade normal de escritório, sem evidências de comportamento suspeito."
event_20250402_134640_5c3ec297,11,motion_detected/event_20250402_134640_5c3ec297/0001_6888_20250219_153816_frame_20250402_134640_000031.jpg,6888,2025-02-19 15:38:16,"Interno, elevador, boa iluminação, horário diurno (12:49).","1 indivíduo dentro do elevador, aparentemente utilizando um aparelho celular durante todo o tempo. Nenhuma modificação significativa de posição.","Nenhum comportamento suspeito ou fora do comum detectado. A porta do elevador está aberta inicialmente, depois se fecha normalmente; não há tentativa de forçar ou danificar.",Camera 96.,"**Não**, a situação mostra uso normal do elevador sem qualquer indício de risco."
event_20250402_141414_61adc9a9,6,motion_detected/event_20250402_141414_61adc9a9/0001_6887_20250219_153816_frame_20250402_141414_000009.jpg,6887,2025-02-19 15:38:16,"Interno, hall de entrada de prédio, bem iluminado, durante o dia.","Um veículo aparece nos primeiros segundos da sequência, extremamente próximo à porta de vidro do hall. Uma pessoa pode ser vista aparentemente saindo ou aproximando-se pelo lado de fora.","O veículo está avançado de forma incomum até a entrada do prédio, uma posição perigosa e possivelmente não permitida. Isso representa potencial risco de arrombamento ou atitude hostil, mesmo que não haja ação violenta explícita nos frames analisados. A proximidade do veículo à porta de vidro pode indicar tentativa de aproximação forçada ou uso para facilitar entrada indevida.",Camera 05.,"**Sim**, a presença de um veículo dentro da área de acesso imediato ao prédio, encostado na entrada e sem justificação visível, é comportamento atípico e pode indicar tentativa de invasão ou ação suspeita."
event_20250403_110227_40dfdb1b,13,motion_detected/event_20250403_110227_40dfdb1b/0001_6984_20250307_101724_frame_20250403_110227_000016.jpg,6984,2025-03-07 10:17:24,"Externo, dia, área de estacionamento com calçada e rua ao fundo. Iluminação natural adequada.","Um vigilante está sentado sob um guarda-sol, aparentemente monitorando a entrada. Diversos veículos passam na rua em sequência: carro azul escuro, prata, preto, branco e outro preto.","Nenhum comportamento suspeito ou anormal foi observado. O vigilante permanece atento, sem interações. Trânsito aparentemente normal.",Camera 01.,"**Não**, não há indícios de risco ou comportamento suspeito nesta sequência."
event_20250403_110306_2a4c2741,12,motion_detected/event_20250403_110306_2a4c2741/0001_6984_20250307_101724_frame_20250403_110306_000054.jpg,6984,2025-03-07 10:17:24,"Externo, dia, área de estacionamento pavimentada com boa iluminação natural.",Uma pessoa sentada ou agachada no canto inferior esquerdo sob um guarda-sol fixo. Passagem contínua de veículos pela rua adjacente (carros e uma van).,"Nenhum comportamento suspeito identificado. A pessoa está imóvel, aparentemente aguardando ou descansando. Nenhum veículo para ou interage com a área monitorada.",Camera 01.,"**Não**, ambiente tranquilo, sem indícios de ações suspeitas ou riscos visíveis."
event_20250402_150847_2875d9f1,6,motion_detected/event_20250402_150847_2875d9f1/0001_40428_20250221_185342_frame_20250402_150847_000004.jpg,40428,2025-02-21 18:53:42,"Externo, dia, área urbana com boa iluminação natural. Calçada ao lado de edifício residencial/comercial com escada espiral e carros estacionados na rua.","Uma pessoa visível usando colete amarelo fluorescente (possivelmente trabalhador ou entregador) se desloca pela calçada ao longo da sequência. Vários veículos estacionados ao fundo, e um carro vermelho se move lentamente na rua (estacionado ou saindo na parte final).","Nenhum comportamento suspeito visível. A pessoa não apresenta atitudes incomuns, apenas caminha ao longo da fachada. Nenhum sinal de arrombamento, violência ou acesso indevido.",Camera 07.,"**Não**, movimento normal de pedestre e tráfego leve; nenhuma ação que indique ameaça ou comportamento suspeito."
event_20250402_150644_65cf02b1,9,motion_detected/event_20250402_150644_65cf02b1/0001_40426_20250221_185342_frame_20250402_150640_000009.jpg,40426,2025-02-21 18:53:42,"Externo, dia, área de acesso controlado cercada por grades e vegetação ao redor.",Um indivíduo aparece na primeira imagem tentando abrir o portão com o uso de um cartão ou dispositivo. Ele entra rapidamente e não há mais pessoas visíveis nas imagens seguintes. Um veículo aparece estacionado na rua do lado de fora da grade em alguns frames.,"Nenhum sinal claro de arrombamento ou ação suspeita imediata. A pessoa utiliza aparentemente um método autorizado de entrada (leitor eletrônico). Após entrada, o portão parece retornar à posição de fechado.",Camera 05.,"**Não**, comportamento consistente com entrada permitida utilizando o sistema de controle de acesso."
event_20250402_153052_8400b28d,11,motion_detected/event_20250402_153052_8400b28d/0001_10785_20250228_101013_frame_20250402_153052_000063.jpg,10785,2025-02-28 10:10:13,"Externo, dia, área cercada ao ar livre com árvores ao fundo; a iluminação é natural.",Nenhum visível ao longo da sequência.,"O vídeo apresenta falhas significativas — perda de sinal (“NO VIDEO” em um frame), distorções visuais e interferências constantes. Não há indícios diretos de invasões, mas a falha pode ocultar atividades suspeitas.",Camera 16.,"**Sim**, devido à instabilidade do sistema de vigilância (falhas de sinal e vídeo corrompido), o que compromete a capacidade de monitoramento e pode indicar tentativa de sabotagem."
event_20250402_154239_6901bc0d,7,motion_detected/event_20250402_154239_6901bc0d/0001_10782_20250228_101013_frame_20250402_154239_000133.jpg,10782,2025-02-28 10:10:13,N/A,N/A,N/A,N/A,N/A
event_20250403_110122_9008d0c2,6,motion_detected/event_20250403_110122_9008d0c2/0001_6987_20250307_101724_frame_20250403_110122_000108.jpg,6987,2025-03-07 10:17:24,"Interno, escritório, dia, boa iluminação natural e artificial.","Duas pessoas sentadas à mesa (uma atrás do computador e outra à frente), ambas em interação, possivelmente em reunião ou atendimento.","Nenhum comportamento suspeito, agressivo ou incomum identificado; ambiente organizado, sem sinais de arrombamento ou acesso não autorizado.",Camera: 04.,"**Não**, a situação aparenta ser normal, com interação usual em ambiente de trabalho."
event_20250403_101317_ac64b50b,14,motion_detected/event_20250403_101317_ac64b50b/0001_17201_20250307_002851_frame_20250403_101317_000129.jpg,17201,2025-03-07 00:28:51,"Externo, noite, área cercada com muro e arame farpado, iluminação artificial aparentemente suficiente.","Um veículo aparece na estrada ao fundo, se deslocando da direita para a esquerda ao longo da sequência. Sem presença visível de pessoas próximas à cerca nas imagens analisadas.","Nenhum comportamento suspeito diretamente observado. O veículo apenas transita pela via, sem parar ou interagir com a área cercada. Cerca e portão parecem intactos e fechados.","Frente,L,E.","**Não**, não foram identificados comportamentos de risco ou atividades suspeitas nesta sequência. O veículo apenas passa pela via exterior."
event_20250403_111720_8438ede2,13,motion_detected/event_20250403_111720_8438ede2/0001_6990_20250307_101724_frame_20250403_111720_000111.jpg,6990,2025-03-07 10:17:24,"Interno, ambiente comercial (possivelmente recepção ou sala de espera), bem iluminado, noturno (horário nas câmeras indica noite).","Uma pessoa visível durante toda a sequência. Indivíduo interage com objetos sobre balcão ou sofá, aparentemente sozinho no local.","Indivíduo parece estar manipulando pertences em ambiente vazio sem sinal claro de autorização ou pertencimento. Postura corporal e momento (tarde da noite) podem sugerir comportamento suspeito. Não há sinais de arrombamento visíveis, mas a movimentação orientada sobre os objetos/pertences pode ser um indicativo de possível furto ou acesso não autorizado.",Camera 07.,"**Sim**, comportamento potencialmente suspeito de pessoa sozinha em local vazio, manipulando objetos em horário incomum pode indicar acesso indevido ou tentativa de furto. Recomendável verificação presencial ou cruzamento com registros autorizados."
event_20250402_135631_93a32206,11,motion_detected/event_20250402_135631_93a32206/0001_6895_20250219_153816_frame_20250402_135623_000080.jpg,6895,2025-02-19 15:38:16,"Interno, garagem coberta, iluminação natural intensa vinda da entrada (dia).","Um veículo (SUV prata) em movimento, realizando manobra de saída da garagem.","Nenhum comportamento suspeito; a movimentação do carro aparenta ser normal e controlada; portão de saída aberto, sem sinais de arrombamento; carro deixando o local normalmente.",Camera 13.,"**Não**, movimento comum de saída de veículo, sem qualquer evidência de comportamento suspeito ou acesso indevido."
event_20250403_115050_7683df45,19,motion_detected/event_20250403_115050_7683df45/0001_16312_20250307_134155_frame_20250403_115049_000017.jpg,16312,2025-03-07 13:41:55,"Interno, escritório, bem iluminado, período diurno.",Duas pessoas visíveis. Uma mulher aparece deitada no chão nos primeiros frames e se levanta gradualmente nos frames seguintes. Uma segunda pessoa permanece sentada trabalhando ao fundo em uma mesa.,"A presença de uma pessoa deitada no chão inicialmente pode indicar mal-estar, queda ou outro incidente. No entanto, ela se levanta e caminha normalmente, o que pode indicar apenas um momento de descanso ou brincadeira — não é possível afirmar com certeza a razão, mas não há indícios de violência ou emergência.",Escritório.,"**Não**, não há evidências claras de risco ou comportamento suspeito. A pessoa deitada se levanta e age normalmente, sem sinais de emergência ou anormalidade."
event_20250403_092133_a41a7e4e,15,motion_detected/event_20250403_092133_a41a7e4e/0001_55406_20250302_230353_frame_20250403_092127_000111.jpg,55406,2025-03-02 23:03:53,"Externo, noite, rua urbana bem iluminada em frente a edifício residencial.",Diversos pedestres caminham pela calçada dos dois lados da rua. Um indivíduo atravessa em frente ao portão. Vários carros e motos trafegam normalmente.,"Nenhum comportamento suspeito ou incomum; o fluxo de pessoas e veículos segue em ritmo natural. Não há sinais de arrombamento, invasão ou violência.",Camera 01.,"**Não**, nenhum indício de risco ou anomalia observada na sequência."
event_20250403_092148_f7aec939,20,motion_detected/event_20250403_092148_f7aec939/0001_55406_20250302_230353_frame_20250403_092148_000132.jpg,55406,2025-03-02 23:03:53,N/A,N/A,N/A,N/A,N/A
event_20250403_091558_f5332a23,14,motion_detected/event_20250403_091558_f5332a23/0001_55408_20250302_230353_frame_20250403_091558_000102.jpg,55408,2025-03-02 23:03:53,"Externo, noturno, rua residencial com iluminação pública; área em frente a um portão de grade fechada.",Um veículo (provavelmente carro) aparece transitando da esquerda para a direita da cena ao longo da sequência. Não há presença visível de pessoas a pé.,Nenhum comportamento suspeito ou sinais claros de risco são observados. O portão permanece fechado e não há tentativa de acesso ou movimento incomum registrado.,Camera 03.,"**Não**, o veículo apenas transita pela rua; nenhuma evidência de comportamento suspeito ou risco à segurança."
event_20250403_113741_80c81944,146,motion_detected/event_20250403_113741_80c81944/0001_7645_20250307_134155_frame_20250403_113736_000011.jpg,7645,2025-03-07 13:41:55,"Externo, dia, entrada de imóvel com boa iluminação solar.",Nenhum visível durante toda a sequência.,"Nenhum comportamento suspeito ou sinal de arrombamento visível. O portão está fechado durante todos os frames. Folhagem em movimento sugere vento, mas sem relação com ação humana.",Portao entrada.,"**Não**, área está vazia e sem alterações ou ações suspeitas."
event_20250402_134602_e110db14,16,motion_detected/event_20250402_134602_e110db14/0001_6884_20250219_153904_frame_20250402_134602_000020.jpg,6884,2025-02-19 15:39:04,"Imagens externas e internas (elevador), durante o dia, com boa iluminação natural e artificial.",Dois indivíduos caminham juntos pela calçada e acessam um edifício. Um deles entra no elevador carregando uma mala de ferramentas e um balde com itens diversos.,"Não há sinais claros de comportamento suspeito ou de risco nas ações observadas. O indivíduo aparenta estar envolvido em alguma atividade de manutenção ou serviço, dado o tipo de material carregado.","Câmera 02 (externo), Câmera 06 (elevador).","**Não**, não há indícios de comportamento suspeito ou acesso indevido. As ações parecem compatíveis com prestação de serviço autorizado."
event_20250403_103119_7b8360f5,6,motion_detected/event_20250403_103119_7b8360f5/0001_17205_20250307_002852_frame_20250403_103119_000110.jpg,17205,2025-03-07 00:28:52,"Externo, noite, local semelhante a um depósito ou pátio industrial com entulho e materiais empilhados. Iluminação artificial suficiente para visibilidade limitada.","Pelo menos 2 indivíduos visíveis ao longo da sequência. Um deles está posicionado à esquerda, sobre estruturas, movimentando-se gradualmente. Outro indivíduo caminha da direita para o centro da imagem, aparentemente carregando algo.","Movimentação noturna em área com aparência de armazenamento pode indicar atividade não autorizada. O fato de uma pessoa estar sobre estruturas pode sugerir comportamento fora da rotina ou tentativas de acesso a áreas elevadas. Apesar disso, não há sinais evidentes de arrombamento ou violência.",L.D. Fundos.,"**Sim**, presença e movimentação ativa de pessoas à noite em área isolada e sensível (possivelmente restrita), com comportamento suspeito — justifica atenção e possível verificação."
event_20250403_101212_7acf6727,11,motion_detected/event_20250403_101212_7acf6727/0001_17201_20250307_002851_frame_20250403_101212_000064.jpg,17201,2025-03-07 00:28:51,"Externo, noite, iluminação artificial direcionada para a entrada de um local cercado com arame farpado.",Um veículo se aproxima e segue em frente ao longo da via. Nenhuma pessoa visível nas imagens.,Nenhum comportamento suspeito identificado; o veículo transita normalmente sem parar ou interagir com o local.,"Frente,L,E.","**Não**, apenas tráfego veicular normal, sem indícios de ação suspeita ou tentativa de invasão."
event_20250402_152957_dcbadaac,6,motion_detected/event_20250402_152957_dcbadaac/0001_10785_20250228_101013_frame_20250402_152957_000010.jpg,10785,2025-02-28 10:10:13,N/A,N/A,N/A,N/A,N/A
event_20250402_152728_27cf3018,7,motion_detected/event_20250402_152728_27cf3018/0001_10784_20250228_101013_frame_20250402_152728_000022.jpg,10784,2025-02-28 10:10:13,"Interno, corredor de prédio (possivelmente residencial), iluminação artificial, dia (com luz natural vinda de fora).","Uma pessoa é vista se aproximando e acessando uma das portas (segundo frame), carregando sacolas. Após isso, não há mais movimentação visível.",Nenhum comportamento suspeito evidente. A ação sugere acesso normal a uma residência ou unidade (uso de chave/movimento habitual).,N/A,"**Não**, ação padrão de entrada em unidade, sem sinais de violação, arrombamento ou comportamento incomum."
event_20250403_091718_718f1e23,16,motion_detected/event_20250403_091718_718f1e23/0001_55407_20250302_230353_frame_20250403_091718_000024.jpg,55407,2025-03-02 23:03:53,"Externo, noite, área urbana próxima a calçada e grade de entrada. Iluminação pública adequada.","Pelo menos três pessoas visíveis caminhando na calçada ao longo da sequência, além de movimento considerável de veículos na rua. Um indivíduo se aproxima muito da grade no início, mas logo se afasta. Outro indivíduo passa pela calçada junto ao portão no final da sequência.","Nenhum comportamento suspeito evidente. Nenhuma tentativa de invasão, nem manipulação do portão. Portão permanece fechado durante toda a sequência.",Camera 02.,"**Não**, apenas tráfego de pedestres e veículos em via pública, sem ações suspeitas."
event_20250402_135601_2503371e,12,motion_detected/event_20250402_135601_2503371e/0001_6895_20250219_153816_frame_20250402_135601_000059.jpg,6895,2025-02-19 15:38:16,"Ambiente interno, estacionamento coberto, com iluminação natural intensa ao fundo, indicando horário diurno.","Um indivíduo masculino aparece em todos os frames, andando próximo a um portão gradeado. Ele parece estar tentando examinar ou acessar a porta metálica, observando-a de perto e interagindo com a estrutura. Não há veículos visíveis em movimento, apenas um (possivelmente) estacionado fora da área visível.","O comportamento do indivíduo indica possível tentativa de acesso não autorizado. Ele se movimenta de forma investigativa, toca a porta e observa o local repetidamente, o que levanta suspeitas sobre sua intenção. A área onde está a porta parece ser restrita.",N/A,"**Sim**, o comportamento do indivíduo é inusitado e possivelmente relacionado a tentativa de acessar área restrita ou verificar vulnerabilidades no acesso."
event_20250402_142408_54015820,11,motion_detected/event_20250402_142408_54015820/0001_6884_20250219_153816_frame_20250402_142408_000019.jpg,6884,2025-02-19 15:38:16,"Externo, dia, área residencial com iluminação natural plena.","Três indivíduos caminham na calçada. Dois aparecem nos primeiros frames (um de camisa branca e outro de camisa verde), enquanto um terceiro (camisa bege, carregando uma mochila ou bolsa) surge depois e caminha na direção oposta. Um carro branco está estacionado.","Nenhum comportamento suspeito ou anormal; todos seguem em movimento normal na calçada, sem interação com a residência, portões ou veículos.",Camera 02.,"**Não**, movimentação típica de pedestres sem indícios de ameaça ou risco."
event_20250403_115742_98c6dcb5,23,motion_detected/event_20250403_115742_98c6dcb5/0001_7639_20250307_134155_frame_20250403_115726_000099.jpg,7639,2025-03-07 13:41:55,"Externo, dia claro e ensolarado, rua asfaltada em área urbana com sombra parcial de árvores e prédios.","Três veículos visíveis ao longo da sequência:
  - Um carro branco estacionado em frente ao prédio (permanece estático).
  - Um táxi amarelo com propaganda colorida passa pela rua, seguindo normalmente seu trajeto, e sai de cena.
  - Um terceiro carro prateado está parado no lado oposto da rua e não se movimenta.","Nenhum comportamento incomum observado. Não há pessoas visíveis, nem qualquer tentativa de acesso ao prédio ou aos veículos. Trânsito normal.",N/A,"**Não**, movimentação normal de veículos sem qualquer indício de situação suspeita ou risco de segurança."
event_20250403_111740_d2e012b2,7,motion_detected/event_20250403_111740_d2e012b2/0001_6990_20250307_101724_frame_20250403_111736_000127.jpg,6990,2025-03-07 10:17:24,"Interno, ambiente semelhante a recepção ou sala de espera; boa iluminação, horário noturno (vide data/hora).","Duas pessoas visíveis sentadas no canto direito, outra pessoa em pé interagindo com elas (possivelmente entregando ou pegando algo).","Ação parece pacífica; indivíduo em pé está de frente, sem sinais de agressividade ou pressa. Nenhuma movimentação suspeita ou indícios de violência, arrombamento ou invasão.",Camera 07.,"**Não**, interação entre os indivíduos parece normal, sem sinais de ameaça ou situação de risco."
event_20250402_173700_99de4379,6,motion_detected/event_20250402_173700_99de4379/0001_53862_20250301_082830_frame_20250402_173659_000073.jpg,53862,2025-03-01 08:28:30,"Interno, corredor de escadaria com acesso à rua, iluminação artificial, horário de madrugada (05:31).",Nenhum visível durante os frames da sequência.,Nenhum comportamento incomum ou suspeito aparente; o portão no final da escada permanece fechado e não há sinais de arrombamento ou danos visíveis.,Camera 04.,"**Não**, sem presença de pessoas ou atividades suspeitas, portão fechado e ambiente estável."
event_20250402_140508_b3297f10,7,motion_detected/event_20250402_140508_b3297f10/0001_6896_20250219_153816_frame_20250402_140502_000093.jpg,6896,2025-02-19 15:38:16,"Interno, garagem ou entrada de estacionamento coberta, durante o dia, com boa iluminação natural vinda do portão parcialmente aberto.",Nenhum visível nos frames analisados.,"Nenhum comportamento incomum identificado. O portão está parcialmente aberto em todos os frames, mas não há movimentação suspeita ou tentativa de entrada não autorizada visível.",Camera 14.,"**Não**, nenhum sinal de risco ou atividade suspeita identificado."
event_20250403_102756_6e6690ad,6,motion_detected/event_20250403_102756_6e6690ad/0001_17204_20250307_002852_frame_20250403_102756_000065.jpg,17204,2025-03-07 00:28:52,"Externo, noite, área pavimentada com cerca metálica e vegetação próxima. Iluminação artificial presente.","Nenhum veículo visível. Presença de uma pessoa próxima à cerca nos frames 0003 a 0005, parcialmente visível nas sombras e vegetação.","Indivíduo surge próximo ao limite do terreno, sem iluminação clara sobre ele, movimento em direção à área cercada pode sugerir tentativa de aproximação discreta. Não há interação direta com o portão ou tentativa de acesso, mas presença furtiva levanta suspeitas.",FRENTE L.D.,"**Sim**, presença de pessoa em comportamento furtivo próximo à cerca em horário noturno, potencial risco de invasão."
event_20250403_091449_291c9e77,10,motion_detected/event_20250403_091449_291c9e77/0001_55408_20250302_230353_frame_20250403_091449_000034.jpg,55408,2025-03-02 23:03:53,"Externo, noite, área residencial com iluminação pública presente.",Um veículo branco passa pela rua em frente ao portão nas imagens. Não há presença visível de pessoas em nenhuma das cenas.,"Nenhum comportamento suspeito ou anormal observado. O veículo está apenas transitando pela via, sem parar ou demonstrar interesse na propriedade. Portão fechado e sem sinais de arrombamento.",Camera 03.,"**Não**, não há indícios de risco ou anormalidade nas imagens apresentadas."
event_20250402_150013_48010d5c,11,motion_detected/event_20250402_150013_48010d5c/0001_8986_20250221_093219_frame_20250402_150013_000010.jpg,8986,2025-02-21 09:32:19,"Interno, provavelmente um galpão ou depósito, iluminação baixa, ambiente noturno.",Nenhum visível ao longo da sequência.,"Há uma interrupção abrupta na gravação entre os frames 0002 e 0005, com tela preta e logo da fabricante (Hikvision), o que pode indicar desligamento ou reinicialização da câmera. Não há sinais visíveis de arrombamento ou movimentação suspeita nos momentos em que a filmagem está ativa.",Camera 06.,"**Sim**, interrupção abrupta e reinicialização da câmera podem indicar possível tentativa de sabotagem ou falha técnica em área que parece conter equipamentos ou materiais armazenados."
event_20250402_140749_066ae6aa,17,motion_detected/event_20250402_140749_066ae6aa/0001_6883_20250219_153816_frame_20250402_140749_000048.jpg,6883,2025-02-19 15:38:16,"Externo, dia, calçada urbana com boa iluminação natural.","Um homem é visto nas primeiras imagens aproximando-se de um carro branco estacionado. Ele abre a porta traseira do veículo, posiciona ou retira algo e em seguida entra no veículo. O carro permanece estacionado até o último frame.",Nenhum comportamento suspeito ou indicativo de violação observado. Ações coerentes com o uso legítimo do veículo.,Camera 01.,"**Não**, comportamento compatível com uso autorizado do veículo."
event_20250402_173805_511a00be,6,motion_detected/event_20250402_173805_511a00be/0001_53862_20250301_082830_frame_20250402_173801_000133.jpg,53862,2025-03-01 08:28:30,"Interno, corredor de acesso, iluminação artificial, horário da madrugada (05:33h).",Nenhum visível nos frames.,Nenhum comportamento suspeito ou sinal de arrombamento observado; porta envidraçada permanece fechada e sem alteração durante a sequência.,Camera 04.,"**Não**, não há presença de pessoas ou ações suspeitas nos frames apresentados. Ambiente permanece estático e sem alterações relevantes."
event_20250402_150548_d33720ea,9,motion_detected/event_20250402_150548_d33720ea/0001_40425_20250221_185342_frame_20250402_150548_000004.jpg,40425,2025-02-21 18:53:42,"Externo, entrada de edifício, dia, boa iluminação natural.","Um indivíduo aparece nos dois primeiros frames (caminhando), depois sai do campo de visão.",Nenhum comportamento suspeito aparente; indivíduo apenas passa pela área.,Camera 04.,"**Não**, nenhuma atitude suspeita observada, fluxo aparentemente normal."
event_20250403_091655_aab5dcac,13,motion_detected/event_20250403_091655_aab5dcac/0001_55407_20250302_230353_frame_20250403_091655_000002.jpg,55407,2025-03-02 23:03:53,"Externo, noturno, área urbana iluminada, aparentemente frente de um estabelecimento comercial ou residencial com portão gradeado.","Três pessoas visíveis. Um indivíduo caminha da direita para a esquerda na calçada em frente ao portão (frames 1 e 2). Dois outros indivíduos estão parados do lado de fora do portão, aparentemente aguardando (visíveis desde o frame 1 até o final). Veículos passam ocasionalmente pela rua (visível principalmente nos frames 4 e 5).","Nenhum comportamento suspeito aparente. As pessoas mantêm-se em área pública com atitudes normais (caminhar, aguardar), sem tentativa de acesso, arrombamento ou interação com portão.",Camera 02.,"**Não**, não há nenhum comportamento suspeito ou sinal de tentativa de acesso não autorizado."
event_20250402_170453_c09018c0,12,motion_detected/event_20250402_170453_c09018c0/0001_4992_20250228_161321_frame_20250402_170453_000026.jpg,4992,2025-02-28 16:13:21,"Externo, dia, área lateral com vegetação densa e boa iluminação solar.",Nenhum visível claramente. Há possível movimento de uma pessoa parcialmente encoberta pela vegetação (lado esquerdo) nos frames iniciais.,Nenhuma ação suspeita ou comportamento de risco evidente nesta sequência. A vegetação pode obstruir parcialmente a visibilidade para uma avaliação mais precisa.,Camera 06.,**Não** — Nenhuma atividade claramente suspeita ou indicativo de risco visível nos frames disponíveis.
event_20250403_091957_b1140755,6,motion_detected/event_20250403_091957_b1140755/0001_55406_20250302_230353_frame_20250403_091957_000024.jpg,55406,2025-03-02 23:03:53,"Externo, noite, via urbana em frente a um prédio residencial bem iluminado.","Um pedestre atravessa da esquerda para a direita ao longo da sequência, caminhando na calçada interna próxima ao portão. Dois veículos estacionados na rua (carro azul e prata). Um terceiro veículo aproxima-se pela rua e reduz a velocidade ao final da sequência.","Nenhum comportamento suspeito detectado; o pedestre apenas caminha, sem tentar acessar o portão ou demonstrar atitude incomum. Nenhum sinal de arrombamento ou comportamento fora do normal dos veículos.",Camera 01.,"**Não**, as ações demonstradas são rotineiras e não há indício de violação ou comportamento suspeito."
event_20250403_101142_7b6e80c2,8,motion_detected/event_20250403_101142_7b6e80c2/0001_17201_20250307_002851_frame_20250403_101142_000035.jpg,17201,2025-03-07 00:28:51,"Externo, noite, área com cerca e iluminação por holofote próximo a uma entrada.","Um veículo aparece se aproximando (faróis acesos) e passa pela cena da direita para a esquerda, sem parar.",Nenhum comportamento suspeito observado; o veículo apenas transita pela via.,"Frente,L,E","**Não**, apenas passagem de veículo por via pública sem interação com o local monitorado."
event_20250403_091629_66f321a3,8,motion_detected/event_20250403_091629_66f321a3/0001_55408_20250302_230353_frame_20250403_091629_000132.jpg,55408,2025-03-02 23:03:53,"Externo, noite, iluminação pública adequada, área aparentemente residencial com portão e cobertura.",Um veículo branco passa pela rua da esquerda para a direita; nenhuma pessoa visível durante toda a sequência.,Nenhum comportamento suspeito ou atividade anormal observada. O veículo apenas transita normalmente. Portão está fechado.,Camera 93.,"**Não**, trata-se apenas de passagem de um carro em via pública sem ações suspeitas."
event_20250403_091507_668f82d1,30,motion_detected/event_20250403_091507_668f82d1/0001_55408_20250302_230353_frame_20250403_091505_000050.jpg,55408,2025-03-02 23:03:53,"Externo, noite, iluminação pública presente, visibilidade satisfatória. Área com portão metálico provavelmente de acesso residencial ou institucional.",Uma pessoa caminha pela calçada da direita para a esquerda entre os frames 2 e 4. Um veículo passa pela rua da direita para a esquerda (frames 2-3) e outro da esquerda para a direita (frame 5).,"Nenhum comportamento suspeito ou violação é identificado. O pedestre segue trajeto reto na calçada, sem interação com o portão. Os veículos transitam normalmente.",Camera 03.,"**Não**, apenas movimentação rotineira de pedestre e veículos na via pública."
event_20250403_101234_154d0025,12,motion_detected/event_20250403_101234_154d0025/0001_17201_20250307_002851_frame_20250403_101234_000086.jpg,17201,2025-03-07 00:28:51,"Externo, noite, iluminação por faróis e luzes fixas. Área cercada com cerca metálica e arame farpado, sugere perímetro de segurança.",Um veículo (aparentemente uma van branca) aparece se deslocando da esquerda para a direita ao longo da via externa. Sem presença visível de pessoas próximas ao perímetro.,"Até o momento, nenhum comportamento suspeito ou tentativa de entrada no local monitorado. O veículo apenas transita pela via pública sem reduzir velocidade ou parar.","Frente, L, E.","**Não**. O movimento registrado é apenas de um veículo passando na rua, sem interação com o perímetro ou ação suspeita."
